;F1;F2;F3;F4
limes;0.0011932195094407367;0.0005292890417364125;0.0003176266804573039;0.00027015982738598407
idamé;0.002065363839699029;0.00026564236522397006;0.02015776411442917;0.0054900082579394955
idealization;0.0247820130590042;0.01605302452932877;0.005078211508858837;0.00015514371991029644
antithesis;0.0020517497142202904;0.0010898593617627694;0.010166298812705754;0.005521136224072767
muhlberger;0.012843076873447786;0.0004949583029501823;0.02547407133289445;0.06261507994790513
gaupp;0.002509078145501547;0.0016204523885699007;0.0020286819389269124;0.0017293982453060624
africa;0.01468697401293227;0.005762394216671353;2.1772727712239644e-05;0.0003069441506465837
migrations;0.022957164983481968;2.941807363770036e-06;0.005089304351168769;0.020946063511957914
punitive;0.021688941097010566;2.4813400919213434e-05;0.027996220838508355;8.525770819586226e-05
odovacar;0.007964331539815227;0.0033531318991790898;0.00025649109885883493;0.01051484273222036
bleda;0.15883677416222164;0.02085572056947403;0.013312880758252568;0.009226680603248882
raider;0.002226930229696024;0.010618928907580722;0.00020115816299457143;0.0005705712681516493
theoderic;0.10113430358351647;0.0021679383239142365;0.00013879182002841668;0.02010505056717612
chronicler;0.0681119292965437;0.04778427369268759;0.0033559613444475527;0.02970567843734659
manpower;0.02109969122693237;0.043403583336916345;0.0008799389215864062;0.02986721074861627
opinion;0.00028574738845120587;0.028933412471151384;0.16052063763880256;0.037685679185903494
impera;0.011780494691189745;0.03169345951333724;0.006849417220025228;4.523039122742564e-06
pope;0.11098997805502188;0.0015134741924864878;0.00012145287344446999;0.10255237524236088
notitia;0.0009190524335585222;0.0009563330627054526;0.0006054600433156839;0.0032237552363930558
cruelty;3.142977226926345e-05;0.018164636395233344;0.01259684502768692;0.0016848242622385069
state;0.0010603607375465128;0.04748811019757223;0.14965481230552294;0.00803168727985576
pay-;0.0012993889688082394;0.00016827525451206516;0.0005608797504057499;0.004638737079349473
piggott;0.006593937009754438;0.003000084168419661;0.000794925775483198;0.00026503833002298886
rhenanus;0.0017873120098338762;2.212644049783413e-05;0.0040081584853639655;0.002013693438709373
marcellinus;0.018348987854668642;0.00423897426236781;0.04212297562942665;0.01869849266779389
describe;0.08778375482209184;0.07629323603124036;0.11275770387053481;0.016479691576271757
eminence;0.010766518716107032;0.0012680168003359415;0.0003604318017965701;0.011149820523857195
vinum;0.007052325894481344;0.002972775584382667;0.006616213863318934;0.000688516516618378
intrusive;0.07537712029997182;0.031402221090312266;0.000464540161158408;0.002281442789854279
antioch;0.062422005921511904;0.0002205388875607442;0.015600073815814613;0.02448474898615623
government;0.00043366126070441905;0.04445743751379208;0.07775175576014641;1.8474197779297855e-06
unit;0.01328964521116073;0.048564234132934606;0.0025937691129115214;0.004955851307905423
invade;0.05351482072884505;0.07137351956149335;0.0057926999702869455;0.0184785976388934
connotation;0.0019791387210517475;0.02862476399366949;0.07742679650480887;0.015049907181938693
barbaros;0.0028913863238982738;0.00440548812502842;0.0034798026931087095;3.754868117403551e-05
leovigild;0.18472478038024415;0.1672055392980303;0.0008411687967449829;0.009687001356283854
italiens;0.027269892264036973;0.011409388825251353;1.7345285320990539e-07;0.0030795692924226337
distinction;4.098138026350985e-06;0.022940448460477735;0.18987878038191588;0.07333736305774693
christianitas;0.003043580850384381;0.002782902503899751;0.0006865274220381321;0.0035167122823632044
dignitatum;0.0008196748047207978;0.0004090061839109545;0.000992288493197517;0.005554602836142731
administrative;0.03623884234317395;0.01933299076880053;0.05579757378419867;0.009276912075131706
accomplishment;1.0549130036187094e-06;0.0033358971957333054;0.01193119387630097;0.0018217301493087543
allegiance;0.015168819783016502;0.06517191471509776;0.05377367137756259;0.00042086845760147984
barbaric;0.008125317311150935;0.0042598592729928865;0.033135241933573874;0.016306988957490214
534;0.011166632837675796;0.0003605360902571371;0.0002606830644355247;0.00033211762592005
ralph;0.0024044543124714856;0.022270574001981885;0.007047853001992033;0.001879307158970387
emilio;0.004569338247898679;0.004174164133687482;0.0008466749168393389;0.0033986897851473823
intractable;0.04116204123512794;0.0001562176916572599;0.006437616448335968;0.004359542969115052
transformations;0.019703894491911764;0.009324949069281049;0.008998273526279235;0.002955163511823234
ajam;0.00010085163704484668;0.0033956101101821224;0.0075535636683926495;0.003242130983334848
tyana;0.006136773045339886;0.005043120094982223;0.0016330716449996627;0.0068478660885063925
rutilius;0.00020381641424778232;0.00027360670009661525;0.0005312392768179376;6.107423944496003e-05
impermeability;0.012271832701781534;0.05919786065602658;0.24184567312579847;0.2385550719976444
barbaritas;0.006876708209845066;8.151911104991216e-05;0.013046063909573259;0.00385958414831254
threat;0.047934141640718575;0.09540394041834659;0.006835219136976595;0.00029274723340133276
pannonia;0.011010954037913138;0.025433820898488807;0.044114447398910114;0.0012184843483861547
avitus;0.08558916520254331;0.06895838904771337;6.09329939227998e-06;0.0003530902841222819
north;0.020865205875458415;0.0004830732242238583;0.006859843407213083;0.0023080823021487335
invasions;0.05610805434753039;0.014043576746121706;0.01838287993074658;0.0007688496469784353
consider;0.003451786669929275;0.02838245429878773;0.1489574432880414;0.03948646062965124
corruption;0.0005554830648199457;0.012697572673860185;0.04687492206055161;0.01440217284490325
clovis;0.009763085582617176;0.0028503101226142334;7.737278381238657e-05;0.004887376978093096
abhor;0.01937607671629703;0.0012093573965806005;0.003754226996191898;0.004774558799785845
denarii;0.0006039343444408905;7.594029661663183e-05;0.004467005876694684;0.007657317438338316
justinian;0.05552438100122111;0.0427449819811786;0.0037943333007131115;0.06662384674297361
armies;0.0024641945962283096;0.003423016000576189;0.0004236138036253217;0.015978697251998984
law;0.00027725722362302195;0.0033964186940466877;0.16087917701455406;0.01911978751492712
valentinova;9.884020874394134e-05;0.00015951879004862414;0.008925476004130843;0.0006764167907074356
walter;0.03874651804728446;0.010968946081762741;0.0014571323495682455;0.00016856576995843747
gibbon;0.013354157262912059;0.008459859555774147;0.01156530602767823;0.018985871887642884
romanize;0.002641913452580196;0.01971379316583556;0.012213542184471156;0.0007609352323353614
chrysos;0.003806929483326946;0.0007563407433660627;7.538098684847768e-05;0.0017412607167262347
parnell;0.008877597440623965;0.029366675295093722;0.0036511041797316047;0.01139373562708653
database;0.01827445056880093;0.058113769649166716;0.0038056228540401414;0.017372577032799152
oaks;0.010314856734224047;0.005653351526508564;0.006181709674257089;0.0064811234713616096
wars;0.00253155263259762;0.01640911783653979;0.0011990099830404615;0.02953551075426825
διὰ;9.160889334213992e-06;6.767569648968855e-05;8.520209001065949e-05;0.0007643862046994397
nepos;0.003942482103043767;0.0006466194511964333;7.148072983615696e-05;0.005468188300523229
chair;0.0071881604226853805;0.009838867996162954;0.002335148276693254;0.001320855436095924
whitby;0.0003632544334995993;0.00460764582826079;0.0017256626000938587;0.014652969944838695
catholics;0.01999410599095214;0.003927968779626191;0.02485258049757064;0.005262448491424045
greatrex;0.0002993212827602669;0.0007280665441688007;0.0234975799293452;0.00026812254046243585
296;7.992466353036049e-05;0.002006240862632052;0.0008107563930683384;0.01088474826147101
wolfram;0.001579231928813574;0.0009957773150493024;0.0055094307437047;0.00012871458769091347
wickham;0.11702871356317307;0.06271225768549785;0.03903398279905733;0.0055828793537533224
coin;0.000578749916758991;0.0032092849309830964;0.009874473357496898;0.03519125754696041
procopiuss;0.0028420194618067793;0.008285029999092345;0.002024268102991403;7.498069640474834e-07
tivadar;0.011172947986319482;0.00449879176290854;0.004522538640273717;1.3416496400601462e-06
illerup;4.0820509755154705e-05;2.5994878986715855e-06;0.0002169309797295671;0.0007181126435506312
eckfeld;0.0025856179879036943;0.0011272645974158412;5.938748940996109e-06;0.01129316959253285
antique;0.010582107275127785;0.03089569066326338;0.09248609051626645;0.07945761104854651
crusaders;0.00015166114966219646;0.0010153780184099447;0.0061220614437408226;0.00017058993452006362
tribal;0.0033289722255097536;0.08688829337756482;0.010519363223944596;0.03569688296712928
accommodation;0.005971171386292268;0.0005131625056095832;0.007798691413614523;0.00027987001816824066
narses;0.03304882910332472;0.05103362320410151;0.0038597838213351504;0.03412703997666784
hieronymi;0.0003900847280088987;0.002339752415939355;0.009504907110285964;0.00029591657022760306
septimius;0.00017061710789291565;3.4076878000447585e-07;0.0008597962183420385;0.002118704340307281
238;0.0022927093625889614;0.00018366518656152741;0.0018421896854618068;0.0008658824889726687
lee;0.041504031817210886;0.0320327082286844;0.025101415369837263;0.00936619518744696
koncz;0.002886820041344156;0.0008389375183292449;0.0017557953788695595;3.472241167563368e-05
theophylact;5.310193736016827e-05;0.0004165377264361712;0.00042372655288562343;0.004655142467658791
aurelianus;0.0038361706653309464;0.003932369398034695;0.013348032935923165;9.796056371674581e-05
eusebii;9.19513374709824e-05;0.0017645165809639328;0.008345820582850634;0.000200352004664897
vida;0.020923819362243436;0.006230168367786594;0.00904082237922667;9.560228577857065e-05
new;0.2255445496147337;0.10427334749678024;0.014071771296067211;1.5707372214878782e-05
integration;0.00861969599626765;0.00020406573189581592;0.04393309755845341;0.012385854622278331
turgesius;0.0007701878237764179;0.0015221849982486391;7.582556689216799e-05;3.69985747971008e-05
gaming;4.738954104753221e-05;9.911741883620707e-05;0.00011128209950822503;0.0002588336379489884
lope;0.0019714296578849395;1.6498401947958478e-06;0.0017259117639054171;0.003770974745481965
legal;0.0020617245734593855;0.009000316471435028;0.13165166500192654;0.02380639453675413
2006;0.23429230915086438;0.14002987072951467;0.11907237524207931;0.01818292906807649
minnesota;0.014494015625832657;0.009638169446254705;0.0045737107279601764;0.000178345342408379
kansas;0.001788924422722122;0.0012300055379558853;0.0013670738900724666;0.00239351459349156
villainous;0.0004959960938773322;4.765692835683324e-05;0.0021189229764984633;0.0035037214394465096
historians;0.014534517015498082;0.021467473897980347;0.02936299252022694;0.008538660145842033
1011;0.0003493618359076751;0.0030034543008129523;0.0035274490024804735;0.0007573436154776464
história;0.01446478205975389;0.0063579881521948454;5.3553466314988156e-05;0.0006228268106477944
florin;0.005600558445535268;0.002614457466919002;0.005089528628782445;6.100482556331849e-05
hamlet;0.0013765214183763571;1.3825213437288475e-05;0.0023880405483158733;0.003299901204344701
strabo;0.00045082432657440825;0.018827853580643726;0.10282860873176318;0.09272270020817999
grégoire;0.00025600992362575267;0.002735766025142347;9.989388394163243e-05;0.0003902841498369886
techniques;0.010567863370104404;0.007944668540627501;0.009889842081674552;0.005640213058714424
slavorum;0.002965792008409028;7.115450893102862e-05;0.0002666442358514612;0.0006093781214729233
olympiodorus;0.0068806586148715265;0.00030383705967962094;0.048533794122588146;0.05557366509234719
quiroga;4.902414795293003e-05;0.007661514395177382;1.8283584424608113e-06;0.0014535142654138493
principle;0.0016467064721559605;0.01047464970226708;0.19121503864507114;0.052455366088317516
kazanski;0.007239938163387095;0.010967274224082845;0.004685770187232026;1.253795067958902e-07
völkerwanderung;0.02429865605610104;0.004994840594153677;0.003343637557685792;0.00017159035619733175
425;0.0025368694928425434;0.002702868683710671;0.08515192774375442;0.05260794565351069
helmold;0.0006897659140648084;1.2417151542948353e-05;0.00046139285248374124;2.030249671053276e-05
border;0.01489052143599672;0.10291610019702754;0.013297490363207647;0.0020524614876537583
brather;0.019503378323412278;0.009645552576132465;0.0058072344384356486;4.692986325227551e-06
odo;0.00425415409183835;0.0007273683778180658;0.0030105917376421973;0.0004085169725084992
dunn;0.0031409719688841567;0.020669126843123515;0.005489545879414729;0.012882379795547818
stuttgart;0.04758192940912141;0.05721246526264818;0.10530285680893563;0.007715738535500116
ghep;0.0017356159454222843;0.008366771723113328;0.0014183546456865764;0.000803508739193824
belt;0.0006191176532062236;2.9044220048463058e-05;0.0023907193877052454;0.0035538904990459483
muzeum;0.007965638788188251;0.0053264941860018305;0.004302902597334474;0.00034432676942335277
facility;5.322164143681376e-05;0.0011992356274687114;0.00332699461308386;0.00014072635241769765
gate;0.003404256127619192;0.012218123356915935;0.06440822141407694;0.005691028039444471
glean;0.006839729301614272;0.0004117723636028578;0.00048810847937800535;8.192587388064343e-06
istván;0.003958025238649573;0.0008051393755987632;0.001602883800225043;5.461950659073275e-05
libri;0.00025894972313226497;0.023117155797876963;0.025860854742823486;0.0031020583833861566
curta;0.012735705586132996;0.0033654672165962336;0.008180918319986666;0.0008193479178987181
dark;0.03462362639223596;0.0030906747775380776;0.0012366065188000497;0.00022771334511729102
drake;0.025743505911585134;0.02967887904658809;0.04330242645729315;0.03836501822713582
falconieri;0.019016605238684568;0.008903578887443123;0.00017281857635081588;0.0012298442010734508
migratory;9.929048205159861e-05;0.007288832013783248;0.0009424753571707483;0.00017781608896417822
citizen;0.005153736935348812;0.03617917289001832;0.06467987809953099;8.09875407698717e-05
dorothea;0.00041570463158281115;8.785017961656699e-08;0.0017076857544756055;0.0002566087697901874
avars;0.009894398412132613;0.0016494004765296;0.003993191685168609;0.006944533356160796
kajkowski;0.004244253525971593;0.0014508825119788845;0.0003887098830615159;0.00015900541526461966
paulinus;0.014848318488549036;0.036281784708100624;0.027020289488039174;0.0036981959987626876
livelihood;0.02506720678803065;0.0032619663026066214;0.0006646588449337243;0.0013222807903750737
551;8.82119029333394e-06;0.00970464166474279;0.029155375819877625;0.0017406991185336998
croats;0.007848768873650176;0.0013647737954928362;0.011751998367584835;0.017777543241112324
krause;0.011159773218254714;0.004105273878459014;0.0021526501621310385;0.0003338463729778846
severus;0.01265473091969448;3.885336125298279e-05;0.013298587616160087;0.03375802402389916
312;0.00016470887786904754;0.003330177763729106;0.0019939485036282226;0.006372691766247792
nations;0.06291535051794317;0.013284843934384087;0.00395254226640545;0.016125313080044095
abandon;0.008378467663303735;0.005168397240182592;0.0012447194757533272;0.06686364023834328
alan;0.004269334831153679;0.00034216789344639493;0.004349108428248091;0.0027691345815555476
concepts;0.12130146656431381;0.043092081805350804;0.011205350299665436;4.651056752656902e-08
tribute;0.002804930122490315;0.022070269044323004;0.0017565991142504123;0.00044576837540345174
theodosian;0.0024009502445418223;0.0005806372556765273;0.005512536930510184;0.001253689528614401
ages;0.36729371386902493;0.14300725198160066;0.022812755744295782;0.001389023509298091
iustitia;0.0005254065313697095;0.002823220599567781;0.01614934429864379;0.0019054947928823097
medievalism;0.028041374000196476;0.013286712424280627;0.0005844270899106168;0.002198620988981174
matthews;0.001231301446866082;0.012268497464286947;0.00858355878395934;0.0015380831677782331
vilnius;0.015403115418347626;0.010977400474688878;0.013706488042345684;0.00848126522764784
performative;0.00270084333070528;1.9317644660133118e-05;0.005880430129455523;0.008438397259863225
bloomington;0.07789615178792152;0.05638734693943038;0.03158241462497511;0.004525383119345332
540;0.0043912408285778325;0.00796984078858651;1.3790861248983396e-05;0.020917940014045337
process;0.0384846851438669;0.020411626465060253;0.14883448558134688;0.059591060542544934
mixed;0.00021204666525153227;0.02919890810538102;0.07514566720598209;0.04369859017567121
finding;0.032153783530779925;0.0012813208720251256;0.008559231012318532;0.0028226417618966264
centuries;0.2536874429615239;0.11391159996842866;0.056215587713229424;0.003927749676372373
birth;0.04133756516722101;0.005060299066211952;0.0013979168613965452;0.002807138837749655
2005;0.26758227324793166;0.16165218202132858;0.09809863298380758;0.004863650527632777
2007;0.18513623060355205;0.09217258898825184;0.21415805826619463;0.0010287549948869241
2015;0.22924888895686663;0.10781415485785546;0.08098219225829403;0.005753788148776901
bog;0.01473472700598565;0.0063730327597064235;0.008742172488636077;0.001142715830768449
budapest;0.06411373621429571;0.024964586844431976;0.04263478435769496;0.0003908797717382067
turonensis;0.0034095111726853483;0.007841801299765895;0.009104079968076752;0.0020876967439980073
322;3.3756938637748446e-05;1.4877607721975482e-05;0.0008548933457562154;0.002218877767370419
vulgar;0.00029183397290986955;0.0033009439567900267;0.017646781593439454;0.012997408260196571
assemble;0.019127421916356142;0.02146781958402423;0.01345676416046062;0.021027455376648067
comedy;0.005968281847567787;0.00020719860911815827;0.0032889333071661067;0.007025150441376489
ravage;0.051666188657866166;0.09040972624071557;0.00499820082636794;0.0013363464952087663
sabine;0.0016376425199280547;0.00048437343986050833;0.004182434551012136;0.0341912778953149
diocletian;0.019324166265598738;0.003753602454272325;0.0016974308384014405;0.09148478924832096
york;0.2844955410241322;0.16972491733886988;0.07529202830971969;0.002268732029906375
2009;0.20890673615398261;0.10957269293191386;0.15152343538595278;0.008135714080192997
americans;0.03553836103637954;6.77602840990147e-05;0.02670226737954695;0.007791640607241577
supremacy;0.0010654129382795645;0.0157865267880078;0.004723756676920014;0.0037519427443923085
historiography;0.05987979952174694;0.023853303316524688;0.0005364869198797342;9.902514186497573e-05
argument;0.0019515850007777982;0.0055040877065966965;0.07508149657443644;0.01267284691885364
452;0.0251904757129189;0.004035078164661762;0.04442613040822599;0.0769986232131121
excess;0.001441565018883597;0.00033495540498344674;0.011591651530748868;0.010195820648246543
theatre;0.01365900500572048;0.002257915554552616;0.001110586377204087;0.00454100878876641
charge;0.04361439424011241;0.023832011364207706;0.05087850142270062;0.0021156125662775333
blackwell;0.1887835348105025;0.1061703914320862;0.05736769832205582;0.015275227227424738
blend;0.0012871444626936877;0.0015522358303939844;0.004023549472241753;0.0016011943227384686
ille;0.0038855476688789926;0.0010546835629922297;0.00043616464264751854;0.0018174333347253135
nj;0.15861389259844294;0.08773022573523366;0.03352737259300838;0.00012042504091826407
transl;0.007567725194684836;0.0056271433514268965;0.0027510760689976187;0.00037398984759716224
paganism;0.000827656823264965;0.0037256362642956865;0.0033965670963742203;0.0011505993215031782
hegemony;0.014526776791906532;0.000772941990104705;0.012711316043773511;4.668435719918939e-06
fitting;0.0008557574803171235;0.0009502709548654162;3.3803953641513546e-06;0.00021440091552529076
revolution;0.09976529402485161;0.009757710576877065;0.013575888432398101;0.006331082585953957
thomson;0.004009004560134351;0.0046128878891024665;0.002058060503281615;0.0003555313719350626
307;0.02947992773285958;0.012450441734023045;0.0029910585053502642;0.00020497928461881085
invest;0.001303886009973605;0.0006247126177432069;0.017012812359980128;0.003853284759052157
myth;0.1019161087978825;0.0015387073902972375;0.002760755521681664;0.031773145989389816
fate;0.04164377848849903;0.019299630984156897;0.0012530803557861355;0.03453047624273731
discover;0.0010300746540455974;0.0016194240923773707;0.00028053566833978136;0.00029556396102090813
modern;0.25004657626033655;0.02860366509209086;0.0248400313661927;0.05630732223742217
archaeology;0.33028273634931193;0.1339186572813719;0.08525063303416695;5.68934303297301e-05
offering;0.0015189330718034316;0.001634538600361632;7.794824675305872e-05;0.008334281484863985
native;0.00564732016666467;0.07365033250084232;0.07190450399777615;0.006268773047350614
neighbor;0.007513531311639957;0.04791475443842383;0.06789838182851489;0.009822606436166328
making;0.10249755273081307;0.017397925700543746;0.005427401818403385;0.009824489528096073
epistulae;0.040492750267117614;0.013628352111833922;0.0835927603462547;6.339186760709344e-06
byzantium;0.020241999949926946;1.3426282238747641e-08;0.005519134323983233;0.02305092670909738
arbor;0.07700687116419527;0.05544203397763828;0.0434008554835943;0.015493927228435756
exhibition;0.07227367408586079;0.036386095846679636;0.011220351094639052;0.00014275810595733277
2011;0.24041456228973598;0.15276127261197608;0.0971558267695422;0.005878865982809392
spread;0.005165089778605648;0.015104163820606394;0.03703501916163296;0.009626017498677203
heraclius;0.009692460793204516;0.0010315434148923882;0.0007303123350486153;0.027210476191276634
london;0.26063161898369697;0.17729639234187253;0.09860549184647975;0.006933107334834978
295;0.028285846002443292;0.014371074962537004;0.0017001829991553413;2.5909067193522255e-06
harris;0.1768234107807814;0.10072706639387989;0.032487042345334886;0.0018326845746715087
lawrence;0.05818958844934155;0.021432341898691108;0.012145643829239041;0.0013668310922818846
history;0.2060184996441626;0.1224061564666867;0.012750225889632457;6.673336719231017e-05
american;0.17871156683499842;0.06002524422595783;0.015384089254454515;0.0017761828334659883
vienna;0.024584529678081196;0.03755899977628051;0.04434821960266401;0.008698067003793712
fall;0.012699029493009427;0.01199068693012564;0.0005160741888205252;0.024974917499627654
´;0.018055242331908448;0.0019183045455100148;0.00102260672860986;0.0014645441899243342
policy;0.0004544055644279659;0.03754503969606457;0.05199527869683673;0.0029516594365520993
kingdoms;0.08900583500997433;0.024658942302257295;4.437612313671985e-10;0.0017823153449720533
contorniate;0.0011870989173805102;0.0006749690768435415;0.005022464403214461;0.03633420065500163
huta;0.004644602758817538;0.0023431399141625947;0.000240060879146279;0.00024912294168562835
personality;0.002706312416106115;0.012322852449747193;0.12023152810707642;0.03436362250359599
coinage;0.0018874610031926506;1.5326430571326628e-05;0.009835899529872506;0.02066760538780831
easy;0.0017960015070422526;0.03418100250291988;0.10807913539408946;0.0371115359360653
silent;0.002041013318188991;0.0008608204494983187;0.01889963009371085;0.004889477492376579
international;0.18757447407573957;0.05551843679287912;0.013713833512783484;0.002407567512455764
1980;0.14165576678454192;0.114217367327718;0.06905842348134937;0.008809462509875564
intervention;0.06410990574432446;0.010251937366374;0.004295416084788702;0.09065139916985283
cameron;0.00021546304514111504;0.00013075950125772612;0.06702748569419104;0.0010424196096000542
creation;0.04174808635195786;0.0006203736510132031;0.09349152030829858;0.019474399094592802
perspective;0.221555766423451;0.03628306416945983;0.013048939541098873;0.022272962845973156
politics;0.21863511658051357;0.12431773765855988;0.022854073888174772;1.7576524398644316e-07
sophisticated;0.0070025808736347206;0.009505667221822537;0.06698722528818199;0.019806542225282196
stop;0.03948362166872319;0.07236839273366256;0.00943059928644561;0.0011657153172687194
leipzig;0.03654682474929684;0.018653435919459598;0.06434820524991897;0.004247829043202953
