;F1;F2;F3;F4
elton;0.00019972804286981735;0.0002471511981759631;0.00011844724098590452;0.0007052274411971058
identity;0.004806283916006511;5.73368299302378e-06;0.0038300671671681534;0.004682371701508538
oikoumene;0.0007579108557415627;0.005013168802949374;0.025453371446943377;0.027164190232091528
visigothic;0.005786612035668355;0.004153322338068188;0.0004841881265431546;0.0005608880851082268
gens;7.276704767738188e-05;6.060634993562526e-06;0.0003052586197511832;0.00039756909485088926
constantinople;0.005275007069406299;0.0005044158201903533;0.0005529892419794733;0.002683344265512027
fravitta;0.0027219073413125845;0.00010312805294419716;0.00014725507941533908;0.0004522483527393453
tyras;4.4930313597584104e-05;8.8616343325587e-05;0.0009331759699995054;0.0005121599995687989
antiquity;0.0021813371476738118;0.0029659750543597676;0.005661870366257646;0.0024635878549793076
pohl;0.0021720415111992197;0.0003772763120698749;3.926384313859077e-05;0.00041612939374582034
ambrose;0.0011066040269462826;0.0005500049893542068;0.0003445498115629245;8.924317222277903e-05
acts;6.862413726244127e-05;3.670824304395256e-05;0.0015166495677688605;0.0006623206990320136
ethnicity;0.0018391020991828792;8.030962857175188e-05;0.00047024038997371074;0.0024347009062260566
non;0.00253164995154332;0.004003795957593997;0.005249893418371457;0.0005252699544979263
caucasus;0.0015194518324004916;0.00978669006751331;0.04735088116140143;0.05199127993567533
valens;0.0038592517088295755;0.0002034650581891793;4.79706858219737e-05;0.0004686912338497217
europe;0.010567485699128486;0.0006122640549541521;0.0001977221052092764;0.0013958539621432
moral;1.6282251019595004e-05;0.0006786516862490819;0.004962071833765274;0.0018942928186806037
alaric;0.0025031047736249123;0.0009222611973998226;0.0044638526260643175;0.005310105606784151
ferocity;5.1383977659180574e-05;0.0002480326240536157;0.00018002513613077232;0.00021307143996933145
romanitas;6.647532809253615e-05;2.96055116871541e-06;0.00018411125831665077;7.317556795723752e-05
goth;0.0026107363835170742;0.00027628337294901666;0.00025991366302249256;0.0005539445416619375
barbarization;8.016663476632275e-05;0.00044318609897992005;3.430720587777526e-05;0.00028362212943728416
mathisen;8.013928294156872e-05;0.0005894755538939639;0.0006476020587555127;0.0004824941554553952
church;0.010073192403121985;0.006978979154502746;0.00229512638678408;0.004853507125243016
28:1–6;2.1839985483924458e-05;9.785775348889398e-08;0.0005295476895978046;0.00031803652059973444
romanticism;4.5380852021641075e-05;3.1923916384822624e-05;0.0001647865280818656;0.00020301763659159785
settle;0.000732803736288876;0.0015342384239723991;2.98044840555052e-05;6.326907692649936e-05
burgundians;0.0007057311066864861;8.165082836030835e-06;0.00032575137654363573;4.245956748635828e-05
chastity;1.9404987755933814e-05;5.5493427359834484e-05;8.75233378379081e-05;6.5051997845208e-05
federate;0.00022730513771226777;0.0006564353689222489;9.411708673987851e-05;0.00037301990929825517
cultural;0.008232064169502612;0.0004963855331813948;0.0018925555335848785;0.0046820463702679106
ethnic;0.0009467381394139556;0.0008962801022411884;0.0041572607113825695;0.008387292292300664
stilicho;0.001263662714105393;0.0015661540713949157;0.0031176445034368666;9.409072202393465e-05
danube;0.0014100709439340358;0.002515084250397598;0.001940600563842704;0.0001327141713172174
heather;4.880151832789499e-06;5.556286274363154e-05;0.002602476650595449;0.00015525239608986242
political;0.00015717053674037785;0.0018511923686338986;0.008206478375311512;0.0019732974266762054
arians;0.009592474115636218;0.009013140160260716;0.00011026707205106685;0.001054832515744076
ep;0.001506754339710723;0.0002739072802281469;0.008584981881352188;8.296724159723906e-05
synesius;0.0006287693728181901;0.000743322005632158;0.0024318179106900357;5.149951807477238e-05
greeks;4.670389785987136e-07;0.0006884975810160139;0.0004338785274683296;0.00021867085358188645
gubernatione;2.887173020392195e-06;1.4107855320061915e-05;1.182457695821483e-05;4.586016168074565e-07
late;0.004317377089880732;0.004970014770952115;0.01965813738810639;0.018003205574268877
byzantines;0.0003134390696152251;0.0011974560223831437;0.00013220752030842795;0.0006521429369957656
orosius;0.00031827509607201387;7.693753070420035e-05;0.0010006342796862451;0.0013881048675239084
amm;0.0001825231243437756;9.580763978056342e-05;0.001065839496960123;0.0003330866341401953
