"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"avoir";-0,076481860657868;0,257747647376327;-0,43340792144538;0,264653736328922;-0,156220100956154;0,370860482670677;-0,109025362686169;0,367420856331115;-0,617825657223732;0,377265528601417;-0,222692714574571;0,528663898620499;0,0143504257682553;0,0845570088686005;0,18478701279925;0,0607078316881339;0,0206099347491771;0,107602208099038;0,000137123261028384;0,0015573408044803;0,00440339791534995;0,00164191360843439;0,000572094893557307;0,00322415091171046;0,0234419774084413;0,389014155728698;0,00354752163829604
"son";-0,0718960786733181;0,0851273111127505;-0,560623018163706;-0,366683789369541;0,669197780983376;0,603701124885612;-0,0637109356829681;0,0754358338208121;-0,496797846443255;-0,324937990382774;0,593011713158141;0,534971645868035;0,00412202804590004;0,00299813138905589;0,100501430560154;0,0378812866499956;0,122931848161913;0,0926822723724946;2,3986071218476e-05;3,36268775474486e-05;0,00145844669708899;0,000623924633450811;0,00207805814624137;0,00169119108715362;0,00464032833558263;0,682321547022966;0,00216036375878584
"rester";0,159795803809082;-0,29996842134237;0,126148907328152;0,216714794582585;-0,159671742417827;-0,331116294272462;0,285382563652458;-0,535719681348735;0,225291889505914;0,387035342513037;-0,285160999900202;-0,591347298703012;0,00835978833850993;0,0152836791065519;0,00208911037267713;0,00543228350050592;0,00287326419772892;0,0114466344762368;3,21007103995e-05;0,000113118848950455;2,00055680938769e-05;5,90419949526927e-05;3,20508854008734e-05;0,000137830397341988;0,00125714074430127;1,06489572403714;0,00142560125360847
"s";0,0320432733610486;-0,156639328563551;-0,0481480794056725;-0,262061819367013;0,176656762476908;-0,438408664826303;0,0566479558770257;-0,276916083856191;-0,0851189654378933;-0,463288073390196;0,312304063739466;-0,775044247863117;0,0017914388643244;0,0222096729481827;0,00162186998738201;0,042332752872101;0,0187431969298199;0,106939627974548;5,9224763217459e-06;0,000141524363145184;1,3371727565435e-05;0,0003961294100132;0,000180007299909276;0,00110863310175763;0,00576805753267642;0,461291266403087;0,00122738284238498
"appuyer";0,202006965915123;-0,570016357340658;0,582736063049388;1,22854252954446;-0,0358569932484791;-1,0282771961034;0,111654409438857;-0,315062599257597;0,322093105471631;0,679046833783156;-0,0198190759772818;-0,568355069095038;0,0110906836313299;0,0458155134326904;0,0370083118897944;0,144926158888829;0,000120289648639078;0,0916427690781616;1,96146710401745e-05;0,000156179121083613;0,000163227048836883;0,000725485485929032;6,18010816685925e-07;0,000508239888201052;0,000480671461056368;1,16876323162754;0,000656600816803451
"sur";0,0122776998750052;0,127363277992055;-0,651686613646695;-0,0101417402274428;0,0378944033281631;0,21966132365533;0,0175242437621466;0,181788539596295;-0,930167310680227;-0,014475539370358;0,0540875545016162;0,31352766560847;0,000179206212519643;0,0100050620615604;0,202454061890349;4,320010130636e-05;0,000587657216428645;0,0182927246147331;1,05620501543041e-06;0,000113658692502525;0,00297571819104817;7,20674514146779e-07;1,00615374011102e-05;0,000338081488689328;0,0070067109130909;0,55883015844717;0,00218813378067042
"les";0,0659858109269289;-0,0952726163091541;0,0432617139164694;-0,119685545377118;0,037383062614909;-0,364934245811921;0,16284023925545;-0,235114419544763;0,106761555943594;-0,295360814254617;0,0922541797213702;-0,900587248466603;0,0139871087121155;0,0151277839176803;0,0024108163866416;0,0162573967859326;0,0015453664592749;0,136429485765701;0,000115431744050645;0,000240635847256903;4,96171235081677e-05;0,000379758538266271;3,70487787849047e-05;0,00353063954079046;0,0265108798136474;0,33995852513611;0,00306391006817104
"écrire";0,183839113235368;-0,728045352023742;1,15330302916196;-0,715560510786942;-0,56525664140904;-0,0946841886546529;0,111173682326964;-0,440273461186053;0,697441052310896;-0,432723458636892;-0,341829663879848;-0,0572587069510167;0,0113049355694449;0,0919859337203863;0,178405805564191;0,0605098051993115;0,0367907378586564;0,000956311440210054;4,18625447892655e-05;0,000656548267150285;0,00164754261825384;0,000634223781923867;0,000395768422362701;1,11046459473798e-05;0,00123865338041449;1,05352106594837;0,0013747896071176
"auteur";0,131137822922363;0,0311441470529154;0,882657355339913;-0,58069064108704;0,0450605527795048;0,635795986970323;0,105649184969396;0,025090806598608;0,711099422888175;-0,467824549645925;0,0363023464118626;0,512219330268996;0,00311262415874565;9,10827056408122e-05;0,0565437871581453;0,0215626018450082;0,000126508197281603;0,0233323497751996;1,20813238215424e-05;6,8141465372867e-07;0,00054732196231452;0,00023689082443569;1,42643378451485e-06;0,000283984182355799;0,000702519827697769;1,43220102711824;0,00144100851747952
"américain";0,16071735536918;0,137294344347053;-1,48782869027126;1,83756239467885;-0,0238182206464015;0,227154885375645;0,0673933004620026;0,0575713741621765;-0,623888351877812;0,770541515555677;-0,00998764879378439;0,0952524225300203;0,00296676646022999;0,00112324733284525;0,101951477213525;0,137019620495387;2,24301060021043e-05;0,0018899666353448;1,28933065492469e-05;9,40901256625968e-06;0,00110495505191336;0,00168547743556455;2,83176612348414e-07;2,57562668956131e-05;0,000499158824943151;1,7978789617027;0,00161346539249035
"sa";-0,251578812509;0,0703151699041481;0,145362486133494;-0,607038733476417;1,00136197979399;1,34342325519272;-0,139221907772437;0,0389119099568385;0,0804425556994211;-0,335930874796253;0,554146526916755;0,743440779724237;0,0245665124416342;0,000995647797513228;0,00328874290416779;0,0505322868372727;0,133977684795873;0,223394909806326;0,00022231906956154;1,73670738670639e-05;7,42221062881615e-05;0,0012943788162305;0,00352217383242348;0,00633948989836751;0,00351259913848884;0,9780063235454;0,00335978832134754
"propre";0,17035425534776;-0,269499808619388;0,257022645757915;-0,498860890295935;0,330171800348386;0,105068760729332;0,232550332755695;-0,367893775497984;0,350861219608145;-0,680994236394622;0,450717018373406;0,143429204160212;0,00397315242408841;0,00515891617345728;0,00362661866237381;0,012037295828873;0,00513764510629829;0,000481979583175391;1,01937637312437e-05;2,55120591239181e-05;2,32044548670864e-05;8,74153106703556e-05;3,82920437255845e-05;3,87771431740501e-06;0,000351259913848884;1,64673883119683;0,000952528642200337
"femme";0,146020805088116;0,322040302218328;0,194857022186724;0,199543633583959;-0,735213179591673;0,0428024385305899;0,16915365966174;0,373058453183645;0,225726590082716;0,231155662116501;-0,851686853009944;0,0495832707916307;0,00230319541746606;0,00581211310301831;0,00164461138412079;0,00151955991455751;0,0200993850386086;6,31088844803e-05;1,57675587573397e-05;7,66929479971693e-05;2,8078060376386e-05;2,94449440416256e-05;0,000399725218202878;1,35479007166806e-06;0,000739494555471335;1,85391021773936;0,0025416302863237
"arabe";0,251583918979191;-1,21092630595426;2,81151019341613;-0,0258939402073703;-3,1912367607049;1,15390638104004;0,0549650758755827;-0,264558468429059;0,614247809371606;-0,00565720732068582;-0,697208992533427;0,252100977059788;0,00602387508142225;0,0724032272199334;0,30166115187489;2,25448447220379e-05;0,333643866487381;0,0404113649731171;2,57432530801136e-05;0,000596393769868276;0,00321497052169532;2,72705534528536e-07;0,00414205367590235;0,00054155032438868;0,000406722005509234;1,97507800529746;0,00158659534477483
"musulman";0,253712726441492;-1,27981798277015;3,12827436265753;-0,0713474980634864;-3,20250800550585;1,32936494439746;0,0523182818630867;-0,263912176953632;0,645083682423504;-0,0147126183470041;-0,660391454740387;0,274129291168733;0,00467643861770403;0,0617361361841472;0,285082306185078;0,00013065589093592;0,256487422700021;0,0409422161164328;3,09408928752982e-05;0,000787308162070733;0,00470389921964043;2,44684147968977e-06;0,00492979415537807;0,0008494479680578;0,000480671461056368;2,26060137052693;0,00245638428698183
"décrire";0,196434709135052;-0,850404428652923;1,44045127126399;-0,629195291639009;-0,92415005228853;-0,119954670026918;0,0970003202847977;-0,419933433934178;0,711301150812345;-0,310699392583975;-0,456349346090201;-0,0592341417843246;0,0083799864059442;0,0814835946469294;0,180689892342976;0,0303751584082549;0,0638479172092732;0,000996536814499367;1,42672884409505e-05;0,000267396680509698;0,000767188576615719;0,000146378035170619;0,000315783889794935;5,32033900695744e-06;0,000369747277735668;1,30748261934015;0,000632086964514089
"avec";0,144305796362208;-0,00195880258738964;0,212296577278969;0,246792368978403;0,340768576229108;0,0929019705559938;0,287716284226811;-0,00390545228386407;0,42327601460624;0,492053577666224;0,679422940765368;0,185227554537229;0,0298309587129341;2,85163077321701e-06;0,025889013557452;0,0308250562987618;0,0572629385364327;0,00394277214624002;9,54760013718604e-05;1,75917080279225e-08;0,000206639173016631;0,000279248033863694;0,000532409443183024;3,9570954151898e-05;0,00458486624392228;0,509084088921351;0,00118824423987419
"figure";0,181591043454785;-0,276249219638882;0,051156255129013;-0,503898217732405;0,800880451134376;0,0503521029924573;0,180710942583316;-0,274910347553997;0,0509083207382877;-0,501456019856779;0,796998896352951;0,0501080660130949;0,00234564764222383;0,00281636112342046;7,46450947678108e-05;0,00638117030672222;0,0157059497480501;5,75123775944242e-05;7,92514451237671e-06;1,8340892340023e-05;6,28949579499744e-07;6,10244658046741e-05;0,000154153620031422;6,0933141529865e-07;0,000240335730528184;2,28455906363204;0,00125436267582228
"du";0,0122750436308111;0,430184000116542;-0,304717076721882;0,322128282494988;0,467743123634911;-0,393294289876572;0,0141242557120264;0,494990405216744;-0,350622127373784;0,370656298329949;0,538207739578102;-0,452543329976697;0,000254413104237111;0,162111636769309;0,0628661455358257;0,061900173699752;0,127163684610877;0,0832876941782799;1,97778658664482e-06;0,00242908015213161;0,00121878450686084;0,00136204373319131;0,00287176012816361;0,00203033929672509;0,0131260283596162;0,468913416896714;0,00288614839266207
"qui";0,0855912261654373;-0,425210401465667;0,607838757691676;0,1797491176183;-0,21921816355548;0,0800236091818011;0,10662580536792;-0,529708517312974;0,757218934420199;0,223923587602061;-0,273092398456819;0,0996899116851622;0,0153171482377473;0,196127943262439;0,309760513363184;0,0238667739096694;0,0345881538246118;0,00426980319123036;9,08774235206142e-05;0,00224287602707091;0,00458325780705292;0,000400803074188644;0,00059614318036456;7,94390019738807e-05;0,0124050211680316;0,42138555466837;0,00220270733011789
"à";0,0150960889988196;0,181825487737502;0,061843710289189;-0,0399926083729658;0,260224501613757;0,145307292061037;0,0422703030509957;0,509126467766603;0,173167525438304;-0,111982625159221;0,728650218302763;0,406872486736125;0,00168805249601791;0,127051229209547;0,0113599909724006;0,00418559573238791;0,172666591586216;0,0498751299911806;5,53604038788727e-06;0,000803118956945669;9,29097793730149e-05;3,88534703362494e-05;0,0016450031186247;0,000512914732427033;0,0242923961472334;0,223877694903278;0,00121756458689282
