"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"classe 28";0,130696440423076;0,0395385681914944;-0,0355760096188476;-0,539474656076533;0,966744941662211;0,904332509367093;0,0909864301703357;0,0275254105019626;-0,0247668115860404;-0,375563963064957;0,673015048017663;0,629565628933271;0,00111147648602608;5,27748408159842e-05;3,30230427595279e-05;0,00669045446743155;0,0209339638078446;0,0169699755080582;6,06322573355719e-05;5,54904305576941e-06;4,49252689720776e-06;0,0010330427922092;0,00331741676412081;0,00290290287108117;0,00354957386626241;2,38865249886317;0,0202526643246095
"classe 29";0,136492753868989;0,0744083929049549;-0,295857049245086;-0,0669654141993836;-0,185357299605509;0,12421619389296;0,335038935449523;0,182644924662553;-0,726218997086492;-0,164375180728149;-0,454983217623668;0,304904547588181;0,00159236882640713;0,000245516463177505;0,00299997873547429;0,000135414870533984;0,0010108780211128;0,000420564953171626;0,000114693396849024;3,40849822568354e-05;0,000538868833351334;2,76070716150938e-05;0,000211513752679308;9,49895125031785e-05;0,00615629217429887;2,08414109008534;0,0267407420784648
"classe 30";-0,789418187508995;0,150881585407081;-0,164513818260241;-0,156871972646565;-0,0841044536641839;0,265832657903271;-0,896510316293848;0,171350115815109;-0,186831691462032;-0,178153156388241;-0,0955140273549115;0,30189540092827;0,0316947475323536;0,000600700251592872;0,000551960073790842;0,000442185525074451;0,000123841419345166;0,0011461511024291;0,00252309358996186;9,21704232954651e-05;0,000109578125959687;9,96345170295129e-05;2,86389500772224e-05;0,000286111801218945;0,00404873269120556;2,70179773289443;0,0295545785194337
"classe 31";0,0977757434788999;-0,0240610068322432;-0,490215959652978;-0,782561075827148;0,439446837085799;-0,953944770703627;0,0697335771068407;-0,0171602896127969;-0,349621605575844;-0,558121893839459;0,313413110531784;-0,680352599291504;0,00334244822813371;0,000105012820548272;0,0336904790567937;0,0756449056751593;0,0232418135610228;0,101461450562787;0,000480912189661298;2,91226656459448e-05;0,0120886672569372;0,0308063337628201;0,00971440526264708;0,0457772811027556;0,0503041171359376;1,03047660347471;0,0534170380371994
"classe 32";0,147476084145294;-0,113728324836327;-0,401398388322406;0,425736816250534;-0,338024081921339;-0,0784498789491163;0,209092249134096;-0,161244525633409;-0,56910442326666;0,603611554815304;-0,479252049307115;-0,1112265878826;0,00494818985465953;0,001526696603445;0,0146988807710318;0,0145688858711879;0,00894856372767701;0,00044651893851327;0,000889010575104341;0,000528689903398726;0,00658589770669502;0,00740877060820346;0,00467045310659496;0,000251563881870675;0,0408755615536781;1,27743194832243;0,0667020650000404
"classe 33";0,149955927570362;-0,103459175517832;-0,0173077728738201;4,59373714410965;0,516524971646293;-0,715851995992668;0,032032540351883;-0,0221002281686563;-0,00369716584042154;0,981282119478678;0,110336465287453;-0,152915315313906;0,00267106666303022;0,000659641200762034;1,42682163388891e-05;0,885585504866205;0,0109092523776719;0,0194113661195786;0,00086927321414658;0,000413777668901531;1,15800756664139e-05;0,815757930242;0,0103136328573112;0,019809590719871;0,0386570778872641;1,76791193363332;0,120823184212323
"classe 34";0,0709171431384161;0,235340548525134;-0,577701886769666;-0,137918632117014;0,40739124910278;0,602132046829993;0,0730791602163202;0,242515263446201;-0,595314008322499;-0,142123291594289;0,419811191573245;0,620488959006487;0,000355851468841716;0,00203316262220797;0,0094689915644186;0,000475502655530018;0,00404244930998242;0,00818091633766833;3,7934784084102e-05;0,000417761751535103;0,00251734491413933;0,000143476586247094;0,00125186801828351;0,00273475633178215;0,00754284446580762;2,29063664350962;0,0395774273519869
"classe 35";-0,0642017420976329;-0,166098930096281;0,178083569927275;-0,235763122017531;0,0699681719555533;-0,0509660015915632;-0,180508830646257;-0,467001714652529;0,500697581009543;-0,662868702225826;0,196721654109426;-0,143295384975971;0,000325038489616612;0,00112872236715578;0,00100281017279656;0,00154858011792611;0,00013289147214467;6,53212461521458e-05;3,84822089188098e-05;0,000257572822881077;0,000296083409964904;0,000518941156573991;4,57053903391497e-05;2,42508795494032e-05;0,00933611876282561;2,16979533133176;0,0439545571136399
"classe 36";0,115938199044932;0,521472351737324;-2,25896565216697;0,15794518850924;-1,74648780289599;0,189039624432679;0,0397683381974227;0,178871925002545;-0,774855144997737;0,0541772920834904;-0,599068453498438;0,0648430955378132;0,000697641620314663;0,00732241185096527;0,106200948656877;0,000457438642140575;0,0544960830632087;0,000591476020876837;7,15682795171343e-05;0,00144787160755799;0,0271698181858164;0,000132825138767765;0,0162404699109162;0,000190271248940243;0,00532436079939361;2,67454378514618;0,0380861349225426
"classe 37";0,143939857682795;-0,279737552823456;0,441151448233753;-0,0373825545889595;-0,171307718431814;0,352320796475689;0,214940946552309;-0,417723453100838;0,658757840828538;-0,055822214897568;-0,255808528257645;0,526109770453106;0,00211566140489336;0,0041456999237347;0,00796873350258245;5,04153449901512e-05;0,00103155592868228;0,00404215303964972;0,000116442282809376;0,000439794825973551;0,00109376492364231;7,85392094487711e-06;0,000164931054258035;0,000697629972884512;0,00562015862158215;1,90676574199031;0,0204335231522372
"classe 38";0,0109855918362386;-0,127521906901613;0,264808152449626;0,092699285904349;0,00251863759137105;0,398951875189064;0,0217860062943637;-0,252894255297495;0,525152596425036;0,183835996849365;0,00499482005492188;0,791178863513384;1,41741163001174e-05;0,000990902595343863;0,00330249094309645;0,000356568206508973;2,56469265413208e-07;0,00596131764907623;9,03601474125733e-07;0,000121758589777016;0,000525040391738602;6,4340256806241e-05;4,74964745197958e-08;0,00119171123625617;0,00748738237414727;1,77793064812801;0,0236678956345587
"classe 39";-0,0627475537990596;-0,124299958293712;-0,0128272584087212;-0,207539895881946;0,1527028641948;0,522605688504511;-0,104716065253784;-0,207437609207994;-0,0214067313740431;-0,346352327128695;0,254837712760398;0,872148921608749;0,000369934738045816;0,000753157450922904;6,1991059946053e-06;0,00142980058419815;0,000754190006970188;0,00818336551303508;2,62770005787189e-05;0,000103115548743533;1,09812019634621e-06;0,000287465268272923;0,000155623994171299;0,00182276405949744;0,0066739383631288;1,98780416166662;0,0263711690306192
"classe 40";0,121625390098083;-0,336452361256297;0,284826554733684;-0,307727355821181;0,0674944077953658;-0,254422997484082;0,199118030691495;-0,550820281364204;0,466301506794579;-0,503793369391053;0,110497927711179;-0,41652656719788;0,00407032491946491;0,0161599511220995;0,00895099673116304;0,009205630989301;0,000431490323287654;0,00567996271372337;0,000796916886267823;0,00609834090190323;0,00437044330007165;0,00510148656462826;0,00024541444369207;0,00348720329896951;0,0538721783660868;1,16157982454183;0,0726879895936951
"classe 41";0,0448741615074426;0,0638023156234424;-0,410986117150054;-0,255851567885411;1,45284022950848;0,745626484504177;0,0263185559558901;0,0374198593899615;-0,241042077622191;-0,150056147671474;0,852086269488185;0,437307610780919;0,000230336750674857;0,000241577076008122;0,00774737727485736;0,00264537639246663;0,0831115053922817;0,0202798791440022;3,82702057899453e-05;7,7364368791905e-05;0,00321012843112163;0,00124406843067288;0,0401147249077968;0,0105660036293855;0,0190050100756133;1,80158219892327;0,0616845311645662
"classe 42";0,110631314359363;-0,167785162520133;-0,0810968794335068;-0,394655717976676;0,457642056934058;-0,469993863142467;0,13904601948242;-0,210879343807244;-0,101925918018532;-0,496019657439687;0,575183497845179;-0,590707759638893;0,0093007792437022;0,011098967852062;0,00200401670473506;0,0418158333874617;0,0547860440143468;0,0535303071494067;0,000743304064446053;0,00170969038477502;0,000399409738402068;0,0094590421859198;0,0127192710196305;0,0134151254390072;0,0607309903680834;0,698968746422225;0,0296705691952554
"classe 43";0,0689760787112028;-0,063736498936636;-0,298017107420485;-0,616004317694668;0,572804337212426;-0,721867234312076;0,0598933791643294;-0,055343741899303;-0,258774519307268;-0,534889498735139;0,497378047529747;-0,626812494690814;0,00230744070566471;0,00102216792916012;0,0172721259648576;0,0650192305250962;0,0547773521099963;0,0805935665419882;0,000240299400172115;0,000205178614234972;0,00448578107879915;0,0191656342950079;0,0165717464540983;0,0263190581511755;0,0505074781386922;0,8749285323195;0,0386634713163664
"classe 44";0,0723397225961851;0,189041896654128;-0,220417721861605;0,105354901277517;0,255996952974875;0,587218654930524;0,101195353416406;0,264448920397587;-0,308340265382777;0,147379974463589;0,358111715114341;0,821454619754576;0,000731566487432716;0,00259196153153604;0,00272347254865829;0,000548214324141866;0,0031537307209847;0,0153727647375141;7,90406902284002e-05;0,000539775511826587;0,000733820879895161;0,000167651149310433;0,000989843734166265;0,00520830889956931;0,015104176295502;1,62963105091868;0,040112121144935
"classe 45";0,0669257235104799;0,0133668104453062;-0,272709778651981;-0,244174412887518;0,816313292079593;0,496655752421723;0,0652605123389693;0,0130342243944807;-0,265924355257637;-0,238098991677112;0,796002207759217;0,484298221356733;0,000516507252670616;1,06895186294287e-05;0,00343891589895701;0,00242902141741575;0,0264520236746882;0,00907096273641547;3,22114845319751e-05;1,28493207291435e-06;0,000534842626164584;0,000428770497505815;0,00479223743379204;0,00177392612939094;0,00719158455195874;1,7942965254532;0,023153306617877
