"";"X.date_2020.06.26";"X.date_2020.07.13";"X.date_2020.12.16";"X.date_2021.01.23";"X.date_2021.03.23";"X.date_2021.03.24";"X.date_2021.04.04";"X.date_2021.05.20";"X.date_2021.05.21";"X.date_2021.08.21";"X.date_2021.08.23";"X.date_2021.10.19";"X.date_2021.10.21";"X.date_2021.12.03";"X.date_2022.04.20";"X.date_2022.05.09";"X.date_2022.06.16";"X.date_2022.06.23";"X.date_2022.06.25";"X.date_2022.09.19";"X.date_2022.10.25";"X.date_2023.01.15";"X.date_2023.02.05";"X.date_2023.04.05";"X.date_2023.05.22";"X.date_2023.08.10";"X.date_2023.10.27";"X.date_2023.11.29";"X.date_2023.12.19";"X.date_2024.01.28";"X.date_2024.02.10";"X.date_2024.02.17";"X.date_2024.09.26";"X.date_2024.11.12";"X.date_2025.03.21";"X.date_2025.04.15";"X.date_2025.04.27";"X.date_2025.06.03";"X.date_2025.06.19";"X.date_2025.06.29";"X.date_2025.07.07";"X.date_2025.08.06";"X.date_2025.08.07";"X.date_2025.09.12";"X.date_2026.03.11"
"martiner";-0,2927;-0,1196;-0,2493;-0,1129;-0,174;-0,1643;-0,2229;15,6634;3,4668;-1,2621;-0,6045;-0,4577;-0,0674;-0,0651;-0,3073;-0,0876;-0,285;-0,0832;-0,0513;-0,1279;-0,0744;-0,0843;-0,0178;-0,1558;-0,153;-0,2574;-0,0515;-0,0402;-0,0697;-0,0458;-0,5829;-0,4714;-0,4453;-0,0855;-0,1059;-0,0603;-0,0637;-0,0849;-0,0756;-0,6255;-0,2167;-0,7076;-0,5854;-0,1719;-0,0815
"gros";0,2671;-0,1381;-0,2877;-0,1303;-0,2008;-0,1895;0,3498;13,7053;3,1113;-1,4563;-0,6975;-0,5281;-0,0778;-0,0751;-0,3546;-0,1011;-0,3289;-0,096;-0,0592;-0,1476;-0,0858;-0,0972;-0,0205;-0,1798;-0,1766;-0,2971;-0,0594;-0,0463;-0,0805;0,9407;-0,6726;-0,5439;-0,5138;-0,0987;-0,1222;-0,0696;-0,0735;-0,0979;-0,0873;-0,7217;-0,2501;-0,8165;-0,261;-0,1983;-0,0941
"croisade";-0,1914;-0,0782;-0,163;-0,0738;-0,1138;-0,1074;-0,1457;11,8324;1,6116;-0,8252;-0,3952;-0,2992;-0,0441;-0,0426;-0,2009;-0,0573;-0,1864;-0,0544;-0,0335;-0,0836;-0,0486;-0,0551;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;-0,0263;-0,0456;-0,03;-0,3811;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;-0,0416;-0,0555;-0,0494;-0,4089;-0,1417;-0,4626;-0,3827;-0,1124;-0,0533
"olivier";-0,3153;-0,1289;-0,2685;-0,1216;-0,1874;-0,1769;-0,24;14,6118;4,2014;-1,3592;-0,651;-0,4929;-0,0726;-0,0701;-0,331;-0,0944;-0,307;-0,0896;-0,0552;-0,1377;-0,0801;0,7246;-0,0191;-0,1678;-0,1648;-0,2772;-0,0554;-0,0433;-0,0751;-0,0493;-0,6278;-0,5076;-0,4795;-0,0921;-0,1141;-0,0649;-0,0686;-0,0914;-0,0814;-0,6736;-0,2334;-0,7621;-0,6304;-0,1851;-0,0878
"hanne";-0,304;-0,1243;-0,2589;-0,1172;-0,1807;-0,1706;-0,2315;15,1165;4,312;-1,3107;-0,6278;-0,4753;-0,07;-0,0676;-0,3191;-0,091;-0,296;-0,0864;-0,0532;-0,1328;-0,0772;-0,0875;-0,0184;-0,1618;-0,1589;-0,2673;-0,0535;-0,0417;-0,0724;-0,0476;-0,6054;-0,4895;-0,4624;-0,0888;-0,11;-0,0626;-0,0661;-0,0881;-0,0785;-0,6495;-0,2251;-0,7349;-0,6079;-0,1785;-0,0847
"communauté";0,5166;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;0,4306;0,381;-0,6795;-0,3255;-0,2464;-0,0363;-0,0351;0,4992;-0,0472;-0,1535;-0,0448;-0,0276;-0,0689;-0,04;-0,0454;-0,0096;-0,0839;-0,0824;-0,1386;-0,0277;-0,0216;-0,0376;-0,0247;-0,3139;-0,2538;1,8167;-0,046;-0,057;-0,0325;1,1199;-0,0457;-0,0407;3,2214;-0,1167;-0,381;-0,3152;-0,0925;-0,0439
"travers";-0,1238;-0,0506;-0,1055;-0,0478;0,8071;0,8302;-0,0943;0,5745;0,4627;-0,5339;-0,2557;0,4441;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;1,1826;-0,0194;-0,2466;-0,1994;1,186;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;1,1486;0,3408;-0,0917;-0,2993;-0,2476;-0,0727;-0,0345
"2008";-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;2,0292;1,2821;-0,4854;-0,2325;0,4773;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;1,1371;1,048;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;0,332;-0,2251;-0,0661;-0,0313
"mongol";-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;8,047;1,0754;-0,631;-0,3022;-0,2288;-0,0337;-0,0326;-0,1536;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;-0,3538;0,3096;-0,0859;-0,0408
"croiser";-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;4,0524;0,4963;-0,4854;-0,2325;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;1,4567;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;1,1886;-0,2405;-0,0833;-0,2721;0,3931;-0,0661;-0,0313
"notion";-0,2252;-0,092;-0,1918;-0,0868;-0,1338;-0,1263;-0,1714;5,4989;3,1372;-0,9708;-0,465;-0,352;-0,0519;-0,0501;0,377;-0,0674;-0,2192;-0,064;-0,0394;-0,0984;-0,0572;-0,0648;-0,0137;-0,1198;-0,1177;-0,198;-0,0396;-0,0309;-0,0536;-0,0352;-0,4484;-0,3626;-0,3425;-0,0658;-0,0815;-0,0464;-0,049;-0,0653;-0,0582;1,0464;-0,1667;-0,1838;-0,4503;-0,1322;-0,0627
"refus";-0,1351;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;5,764;3,108;-0,5824;-0,279;-0,2112;-0,0311;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;-0,3266;-0,2701;-0,0793;-0,0376
"collectif";-0,1238;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;0,5745;0,4627;-0,5339;-0,2557;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;1,1826;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;0,3408;-0,0917;0,3027;-0,2476;6,4779;-0,0345
"valeur";0,3342;-0,1104;-0,2301;-0,1042;-0,1606;-0,1516;-0,2057;3,0283;1,9325;-1,165;-0,558;-0,4224;-0,0622;-0,0601;-0,2837;-0,0809;-0,2631;-0,0768;-0,0473;-0,118;-0,0686;-0,0778;-0,0164;-0,1438;-0,1413;-0,2376;-0,0475;-0,0371;0,8608;-0,0423;-0,5381;0,59;0,2133;-0,0789;-0,0978;-0,0557;0,8978;-0,0784;0,8283;1,4239;-0,2;-0,6532;-0,1829;-0,1587;-0,0752
"commun";-0,1576;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;0,4306;0,381;-0,6795;-0,3255;-0,2464;-0,0363;-0,0351;0,4992;-0,0472;-0,1535;-0,0448;-0,0276;-0,0689;-0,04;-0,0454;-0,0096;-0,0839;-0,0824;-0,1386;-0,0277;-0,0216;1,0818;-0,0247;-0,3139;-0,2538;-0,2397;-0,046;-0,057;-0,0325;-0,0343;1,0005;-0,0407;5,494;-0,1167;-0,381;-0,3152;0,7169;-0,0439
"régulièrement";-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;0,7469;0,6363;0,4963;-0,4854;-0,2325;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;1,1486;-0,0197;-0,0492;-0,0286;1,1433;-0,0068;-0,0599;-0,0589;1,6935;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;0,3714;-0,0833;0,332;-0,2251;-0,0661;-0,0313
"analyse";-0,1464;-0,0598;0,6029;-0,0564;-0,087;-0,0821;0,6453;3,2454;1,0754;-0,631;-0,3022;-0,2288;-0,0337;-0,0326;-0,1536;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;0,3108;-0,2357;0,3968;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;-0,3538;0,3096;-0,0859;-0,0408
"discours";-0,2139;-0,0874;-0,1822;-0,0825;-0,1272;-0,12;-0,1629;5,7626;3,2485;-0,9223;-0,4417;-0,3344;-0,0493;-0,0476;1,8676;-0,064;-0,2083;-0,0608;-0,0375;-0,0934;-0,0543;-0,0616;-0,013;-0,1138;-0,1118;-0,1881;-0,0376;-0,0293;0,9557;-0,0335;-0,426;-0,3444;-0,3254;-0,0625;-0,0774;-0,0441;-0,0465;-0,062;-0,0553;-0,457;-0,1584;-0,5171;-0,4277;-0,1256;-0,0596
"oeil";-0,259;-0,1058;-0,2206;-0,0999;0,5252;0,5461;-0,1972;0,8137;0,669;-1,1165;-0,5347;0,2173;-0,0597;0,9058;-0,2719;0,7866;-0,2521;0,8072;-0,0454;0,6396;-0,0658;-0,0745;-0,0157;-0,1378;0,5722;-0,2277;-0,0455;-0,0355;-0,0617;-0,0405;-0,5157;-0,417;-0,3939;-0,0756;-0,0937;-0,0533;0,9151;-0,0751;-0,0669;-0,5533;0,4475;0,3858;2,2895;-0,1521;-0,0721
"éviter";0,4919;-0,069;-0,1438;-0,0651;-0,1004;-0,0948;-0,1286;1,3764;0,3586;-0,7281;-0,3487;-0,264;-0,0389;-0,0376;-0,1773;-0,0505;-0,1644;-0,048;-0,0296;-0,0738;-0,0429;-0,0486;-0,0102;-0,0899;-0,0883;-0,1485;-0,0297;-0,0232;-0,0402;-0,0264;0,2684;0,9086;-0,2569;-0,0493;-0,0611;-0,0348;-0,0367;-0,049;-0,0436;-0,3608;1,4926;-0,4082;0,7603;1,6777;-0,047
"accord";0,6414;-0,046;0,7031;-0,0434;-0,0669;-0,0632;-0,0857;2,0292;1,2821;-0,4854;-0,2325;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;0,332;0,3931;-0,0661;-0,0313
"affirmer";1,5092;-0,1243;0,3477;-0,1172;-0,1807;-0,1706;-0,2315;1,4909;0,5675;-1,3107;-0,6278;-0,1495;0,827;-0,0676;1,4563;-0,091;-0,296;1,7771;-0,0532;-0,1328;-0,0772;-0,0875;-0,0184;-0,1618;-0,1589;2,5259;-0,0535;-0,0417;-0,0724;-0,0476;-0,6054;-0,4895;-0,4624;-0,0888;-0,11;-0,0626;-0,0661;-0,0881;-0,0785;-0,245;0,3932;-0,296;-0,221;-0,1785;-0,0847
"o";-0,1351;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;5,764;3,108;-0,5824;-0,279;-0,2112;-0,0311;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;-0,3266;-0,2701;-0,0793;-0,0376
"h";0,3095;0,6183;-0,2493;-0,1129;-0,174;-0,1643;-0,2229;2,7731;1,81;-1,2621;-0,6045;-0,4577;-0,0674;-0,0651;-0,3073;-0,0876;-0,285;-0,0832;-0,0513;-0,1279;-0,0744;-0,0843;-0,0178;-0,1558;0,5273;-0,2574;-0,0515;-0,0402;-0,0697;9,0532;-0,5829;-0,4714;-0,4453;-0,0855;1,6129;-0,0603;-0,0637;1,7921;0,7964;-0,6255;-0,2167;-0,7076;-0,5854;-0,1719;-0,0815
"certes";-0,1351;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;1,7212;1,1372;-0,5824;-0,279;-0,2112;-0,0311;1,1748;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;1,2738;-0,0185;-0,0322;-0,0211;-0,269;1,0757;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;0,3138;-0,1;0,2769;-0,2701;-0,0793;-0,0376
"terrible";-0,1238;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;0,5745;0,4627;-0,5339;-0,2557;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;1,221;-0,0359;-0,032;0,3408;-0,0917;0,8509;2,7935;-0,0727;-0,0345
"différence";-0,1914;-0,0782;-0,163;-0,0738;-0,1138;-0,1074;-0,1457;4,2554;0,8762;-0,8252;-0,3952;0,8392;-0,0441;-0,0426;1,1246;-0,0573;-0,1864;-0,0544;-0,0335;-0,0836;-0,0486;-0,0551;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;-0,0263;-0,0456;-0,03;-0,3811;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;1,0392;-0,0555;-0,0494;0,2147;-0,1417;-0,4626;0,2323;-0,1124;-0,0533
"chaque";-0,2027;-0,0828;-0,1726;-0,0782;1,5174;0,6376;-0,1543;0,3012;0,3018;-0,8737;-0,4185;0,2858;-0,0467;1,0061;0,412;0,8849;-0,1973;-0,0576;-0,0355;-0,0885;-0,0515;-0,0583;-0,0123;0,6578;1,6198;-0,1782;-0,0356;1,2075;-0,0483;-0,0317;-0,4035;-0,3263;0,2939;-0,0592;-0,0733;-0,0417;-0,0441;-0,0588;0,9447;0,5974;-0,15;-0,4899;-0,4052;-0,119;-0,0564
"g";-0,2702;-0,1104;-0,2301;-0,1042;-0,1606;-0,1516;-0,2057;11,0736;5,7656;-1,165;-0,558;-0,4224;-0,0622;-0,0601;-0,2837;-0,0809;-0,2631;-0,0768;-0,0473;-0,118;-0,0686;-0,0778;-0,0164;-0,1438;-0,1413;-0,2376;-0,0475;-0,0371;-0,0644;-0,0423;-0,5381;-0,4351;-0,411;-0,0789;-0,0978;-0,0557;-0,0588;-0,0784;-0,0698;-0,5773;-0,2;-0,6532;-0,5403;-0,1587;-0,0752
"héritage";-0,1351;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;1,7212;1,1372;-0,5824;-0,279;-0,2112;-0,0311;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;4,1506;-0,2055;-0,0395;0,9728;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;-0,3266;-0,2701;-0,0793;-0,0376
"proposer";-0,1914;-0,0782;-0,163;-0,0738;0,6374;0,6594;0,5451;1,1981;0,8762;-0,8252;-0,3952;-0,2992;-0,0441;-0,0426;-0,2009;-0,0573;-0,1864;5,2002;-0,0335;-0,0836;-0,0486;-0,0551;-0,0116;-0,1019;1,6671;-0,1683;-0,0337;-0,0263;-0,0456;-0,03;-0,3811;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;-0,0416;-0,0555;-0,0494;0,2147;-0,1417;-0,4626;-0,3827;0,6421;-0,0533
"islamique";0,8205;-0,1243;4,6701;-0,1172;-0,1807;-0,1706;-0,2315;5,8005;1,7532;-1,3107;-0,6278;-0,4753;-0,07;-0,0676;-0,3191;-0,091;-0,296;-0,0864;-0,0532;-0,1328;-0,0772;1,7668;-0,0184;-0,1618;-0,1589;-0,2673;-0,0535;-0,0417;-0,0724;-0,0476;-0,6054;-0,4895;-0,143;-0,0888;-0,11;-0,0626;-0,0661;-0,0881;-0,0785;-0,6495;-0,2251;-0,7349;-0,6079;-0,1785;-0,0847
"tour";-0,1689;-0,069;-0,1438;-0,0651;-0,1004;-0,0948;-0,1286;0,3929;0,3586;-0,7281;-0,3487;-0,264;-0,0389;-0,0376;2,1613;-0,0505;-0,1644;-0,048;-0,0296;-0,0738;-0,0429;-0,0486;-0,0102;-0,0899;-0,0883;-0,1485;-0,0297;-0,0232;-0,0402;-0,0264;0,2684;-0,2719;-0,2569;-0,0493;12,479;-0,0348;-0,0367;-0,049;-0,0436;-0,3608;-0,125;-0,4082;-0,3377;-0,0992;-0,047
"déclarer";-0,1801;1,9185;0,5264;-0,0695;-0,1071;-0,1011;-0,1371;1,2831;0,9201;-0,7766;-0,372;-0,2816;-0,0415;-0,0401;-0,1891;-0,0539;-0,1754;-0,0512;-0,0315;-0,0787;2,3142;0,9488;-0,0109;1,7032;-0,0942;0,5148;-0,0317;-0,0247;-0,0429;-0,0282;-0,3587;-0,29;-0,274;-0,0526;-0,0652;1,0868;-0,0392;-0,0522;-0,0465;-0,3849;-0,1334;-0,4354;-0,3602;-0,1058;-0,0502
"anthropologue";-0,1351;-0,0552;0,6331;-0,0521;-0,0803;-0,0758;0,676;1,7212;1,1372;-0,5824;-0,279;0,4144;-0,0311;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;-0,2055;-0,0395;-0,0489;-0,0278;4,4289;-0,0392;-0,0349;-0,2886;-0,1;-0,3266;-0,2701;-0,0793;-0,0376
"emparer";-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;2,0292;1,2821;-0,4854;-0,2325;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;1,0603;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;1,1886;-0,2405;0,7579;-0,2721;-0,2251;-0,0661;-0,0313
"déjà";-0,3153;0,5905;-0,2685;-0,1216;0,4553;0,4755;-0,24;1,42;1,0602;-1,3592;-0,651;-0,1587;0,8125;-0,0701;1,4156;-0,0944;-0,307;-0,0896;-0,0552;-0,1377;-0,0801;-0,0907;-0,0191;-0,1678;-0,1648;0,8836;3,5531;-0,0433;-0,0751;-0,0493;-0,6278;-0,5076;-0,4795;-0,0921;-0,1141;-0,0649;-0,0686;-0,0914;0,767;0,3471;-0,2334;-0,3132;-0,2342;0,4596;-0,0878
"chine";-0,2027;-0,0828;0,4842;-0,0782;-0,1205;-0,1137;-0,1543;0,3012;0,3018;-0,8737;-0,4185;-0,3168;-0,0467;-0,0451;0,412;-0,0607;-0,1973;-0,0576;-0,0355;-0,0885;-0,0515;-0,0583;-0,0123;-0,1078;-0,1059;-0,1782;-0,0356;-0,0278;-0,0483;-0,0317;-0,4035;12,5059;-0,3082;-0,0592;-0,0733;-0,0417;-0,0441;-0,0588;-0,0524;-0,433;-0,15;-0,4899;0,2171;-0,119;-0,0564
"progrès";-0,1801;-0,0736;-0,1534;11,962;-0,1071;-0,1011;-0,1371;1,2831;0,9201;-0,7766;-0,372;-0,2816;-0,0415;-0,0401;-0,1891;-0,0539;-0,1754;-0,0512;-0,0315;-0,0787;-0,0458;-0,0518;1,6046;-0,0959;-0,0942;-0,1584;-0,0317;-0,0247;-0,0429;-0,0282;-0,3587;-0,29;-0,274;-0,0526;-0,0652;-0,0371;1,0643;-0,0522;-0,0465;-0,3849;-0,1334;-0,4354;-0,3602;-0,1058;-0,0502
"imaginer";-0,1351;-0,0552;0,6331;-0,0521;0,7726;0,7954;-0,1029;0,5205;0,4326;-0,5824;-0,279;-0,2112;-0,0311;-0,0301;-0,1418;1,0511;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;1,1178;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;0,3138;-0,1;0,2769;0,3343;-0,0793;-0,0376
"inspirer";-0,1914;-0,0782;-0,163;-0,0738;-0,1138;-0,1074;-0,1457;1,1981;0,8762;-0,8252;-0,3952;1,5524;-0,0441;1,0297;0,4313;-0,0573;-0,1864;-0,0544;-0,0335;-0,0836;-0,0486;-0,0551;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;1,2316;-0,0456;-0,03;-0,3811;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;1,0392;-0,0555;-0,0494;-0,4089;-0,1417;-0,1405;1,2882;-0,1124;-0,0533
"ibn";-0,1914;-0,0782;-0,163;-0,0738;-0,1138;-0,1074;-0,1457;8,869;3,4951;-0,8252;-0,3952;-0,2992;-0,0441;-0,0426;-0,2009;-0,0573;-0,1864;-0,0544;-0,0335;-0,0836;-0,0486;-0,0551;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;-0,0263;-0,0456;-0,03;-0,3811;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;-0,0416;-0,0555;-0,0494;-0,4089;-0,1417;-0,4626;-0,3827;-0,1124;-0,0533
"khaldoun";-0,1914;-0,0782;-0,163;-0,0738;-0,1138;-0,1074;-0,1457;8,869;3,4951;-0,8252;-0,3952;-0,2992;-0,0441;-0,0426;-0,2009;-0,0573;-0,1864;-0,0544;-0,0335;-0,0836;-0,0486;-0,0551;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;-0,0263;-0,0456;-0,03;-0,3811;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;-0,0416;-0,0555;-0,0494;-0,4089;-0,1417;-0,4626;-0,3827;-0,1124;-0,0533
"résumer";-0,1576;-0,0644;-0,1342;-0,0608;1,7256;1,7724;1,5271;1,4794;1,0191;-0,6795;-0,3255;-0,2464;-0,0363;-0,0351;-0,1655;-0,0472;-0,1535;-0,0448;-0,0276;-0,0689;-0,04;-0,0454;-0,0096;-0,0839;-0,0824;-0,1386;-0,0277;-0,0216;-0,0376;-0,0247;-0,3139;-0,2538;-0,2397;-0,046;-0,057;-0,0325;-0,0343;-0,0457;-0,0407;-0,3367;-0,1167;0,2335;0,2873;-0,0925;-0,0439
"aucun";-0,1576;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;0,4306;0,381;-0,6795;-0,3255;-0,2464;-0,0363;-0,0351;-0,1655;-0,0472;-0,1535;1,0088;-0,0276;0,8338;-0,04;-0,0454;-0,0096;-0,0839;0,7624;-0,1386;-0,0277;-0,0216;-0,0376;-0,0247;0,8112;-0,2538;-0,2397;-0,046;-0,057;-0,0325;-0,0343;-0,0457;-0,0407;0,268;-0,1167;0,683;1,5111;-0,0925;-0,0439
"celles";-0,1351;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;0,676;1,7212;1,1372;-0,5824;-0,279;1,0974;-0,0311;-0,0301;1,4006;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;0,2769;-0,2701;-0,0793;-0,0376
"etat";-0,259;0,665;-0,2206;-0,0999;-0,1539;-0,1453;-0,1972;8,984;3,7828;-1,1165;-0,5347;-0,4048;-0,0597;-0,0576;-0,2719;-0,0775;-0,2521;-0,0736;-0,0454;-0,1131;-0,0658;-0,0745;-0,0157;-0,1378;-0,1354;-0,2277;-0,0455;-0,0355;-0,0617;-0,0405;-0,5157;-0,417;-0,3939;-0,0756;-0,0937;-0,0533;-0,0563;-0,0751;-0,0669;-0,5533;-0,1917;-0,2302;-0,1707;-0,1521;-0,0721
"sécurité";-0,1126;2,3264;1,7194;-0,0434;-0,0669;-0,0632;-0,0857;0,6363;0,4963;-0,4854;-0,2325;-0,176;-0,0259;-0,025;0,623;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;2,6228;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;-0,2721;-0,2251;-0,0661;-0,0313
"sujet";-0,1351;-0,0552;0,6331;-0,0521;-0,0803;-0,0758;1,6554;0,5205;0,4326;-0,5824;-0,279;-0,2112;-0,0311;-0,0301;0,555;-0,0404;-0,1315;-0,0384;-0,0237;0,896;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;0,4237;-0,0395;-0,0489;-0,0278;-0,0294;1,0643;-0,0349;0,8732;-0,1;-0,3266;-0,2701;-0,0793;-0,0376
"diriger";-0,1351;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;0,5205;0,4326;-0,5824;-0,279;-0,2112;-0,0311;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;0,621;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;1,0757;-0,2055;-0,0395;-0,0489;1,2072;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;1,4874;0,3343;-0,0793;1,0811
