"";"X.date_2020.06.26";"X.date_2020.07.13";"X.date_2020.12.16";"X.date_2021.01.23";"X.date_2021.03.23";"X.date_2021.03.24";"X.date_2021.04.04";"X.date_2021.05.20";"X.date_2021.05.21";"X.date_2021.08.21";"X.date_2021.08.23";"X.date_2021.10.19";"X.date_2021.10.21";"X.date_2021.12.03";"X.date_2022.04.20";"X.date_2022.05.09";"X.date_2022.06.16";"X.date_2022.06.23";"X.date_2022.06.25";"X.date_2022.09.19";"X.date_2022.10.25";"X.date_2023.01.15";"X.date_2023.02.05";"X.date_2023.04.05";"X.date_2023.05.22";"X.date_2023.08.10";"X.date_2023.10.27";"X.date_2023.11.29";"X.date_2023.12.19";"X.date_2024.01.28";"X.date_2024.02.10";"X.date_2024.02.17";"X.date_2024.09.26";"X.date_2024.11.12";"X.date_2025.03.21";"X.date_2025.04.15";"X.date_2025.04.27";"X.date_2025.06.03";"X.date_2025.06.19";"X.date_2025.06.29";"X.date_2025.07.07";"X.date_2025.08.06";"X.date_2025.08.07";"X.date_2025.09.12";"X.date_2026.03.11"
"sous";0,4039;-0,244;0,9614;0,3857;0,7114;0,7493;-0,4545;-0,901;-0,3963;0,3058;-0,3247;-0,1885;2,4057;-0,1328;-0,6266;-0,1787;-0,209;0,4903;-0,1045;-0,2607;-0,1516;1,2274;-0,0362;-0,3177;0,7967;-0,1779;-0,105;0,7649;0,554;-0,0934;-0,3031;0,7681;-0,9079;-0,1744;0,4068;-0,1229;0,5878;-0,1731;0,5245;0,4957;-0,4419;-0,2241;-1,1935;0,2566;0,4976
"affaire";0,9668;-0,1012;1,9307;-0,0955;-0,1472;-0,139;-0,1886;-0,9168;-0,367;-1,0679;-0,5115;-0,3872;-0,0571;-0,0551;0,9322;-0,0741;0,3705;-0,0704;-0,0434;-0,1082;3,4051;1,9379;-0,015;0,5821;-0,1295;0,404;-0,0436;-0,034;-0,059;-0,0388;-0,4932;-0,3988;0,6813;-0,0724;-0,0896;0,9553;-0,0539;-0,0718;-0,064;-0,5292;0,4629;0,4094;-0,1587;-0,1454;-0,069
"entre";0,3942;-0,5804;-0,3197;-0,5476;-0,3727;-0,3419;-1,0812;0,5816;-0,316;-0,3767;0,4748;2,3484;-0,3271;-0,3159;0,6006;-0,425;-0,7565;-0,4036;-0,2487;-0,6203;-0,3607;0,6184;-0,0862;-0,3157;-0,3073;-1,2488;-0,2497;-0,1948;-0,3383;-0,2223;0,7343;3,1773;-1,3761;-0,4148;0,4826;-0,2925;0,2934;0,2129;0,2439;1,4024;-0,5138;0,3005;0,5159;-0,8338;-0,3954
"personnage";-0,2477;-0,1012;-0,211;-0,0955;3,4967;3,591;-0,1886;-0,9168;-0,367;-0,2333;-0,1671;-0,3872;-0,0571;-0,0551;-0,26;-0,0741;0,9859;-0,0704;-0,0434;-0,1082;-0,0629;-0,0713;-0,015;-0,1318;2,5101;-0,2178;-0,0436;-0,034;-0,059;-0,0388;-0,4932;-0,3988;-0,3768;-0,0724;-0,0896;-0,051;-0,0539;-0,0718;2,0271;-0,5292;0,4629;0,4094;-0,1587;-0,1454;-0,069
"lui";-0,3227;0,9737;-0,2369;1,0299;0,3069;0,3341;-0,4273;-0,901;-1,0841;0,7799;-0,2975;0,368;0,3228;0,8916;-1,2776;0,2459;-0,3068;-0,3459;-0,2131;1,467;0,2931;0,2568;-0,0738;-0,6476;-0,2424;-0,2522;-0,214;-0,167;-0,2899;-0,1905;2,9766;-0,7514;-1,851;0,2527;0,573;-0,2506;-0,2646;0,7122;0,2881;0,6444;-0,41;-0,6816;1,3305;-0,7146;0,2662
"changer";-0,2815;-0,115;-0,2397;-0,1086;-0,1673;-0,1579;-0,2143;4,4374;2,6702;-0,3022;0,4236;-0,44;-0,0648;-0,0626;0,3066;-0,0842;0,3298;0,7741;-0,0493;-0,123;-0,0715;-0,081;-0,0171;-0,1498;-0,1472;-0,2475;-0,0495;-0,0386;-0,0671;-0,0441;-0,5605;-0,4532;0,2028;-0,0822;-0,1019;-0,058;-0,0612;-0,0816;-0,0727;-0,6014;-0,2084;-0,2626;-0,5628;0,4996;-0,0784
"côté";0,5639;-0,1841;-0,3836;-0,1737;-0,2677;-0,2527;0,7356;1,5787;0,3489;-0,7205;-0,1849;-0,7042;-0,1038;-0,1002;-0,4729;0,5737;0,1967;-0,128;-0,0789;0,4385;-0,1144;0,5883;-0,0273;-0,2397;-0,2355;0,2231;-0,0792;-0,0618;-0,1073;-0,0705;-0,1718;-0,7253;0,3362;0,5827;-0,163;-0,0928;-0,0979;-0,1306;-0,1164;-0,9624;0,2709;0,3551;1,8389;0,9129;-0,1254
"montrer";0,3476;-0,1058;0,3999;0,6873;-0,1539;-0,1453;-0,1972;-0,9585;-0,3837;-1,1165;-0,5347;0,2173;-0,0597;-0,0576;2,5163;-0,0775;0,3561;-0,0736;-0,0454;-0,1131;-0,0658;-0,0745;-0,0157;0,5656;0,5722;-0,2277;-0,0455;-0,0355;-0,0617;-0,0405;-0,5157;0,2096;-0,3939;-0,0756;-0,0937;-0,0533;-0,0563;-0,0751;-0,0669;2,9552;0,4475;0,7933;-0,1707;-0,1521;-0,0721
"très";-0,3207;0,2893;0,3576;0,3067;-0,4553;-0,4298;0,415;-0,2446;0,3235;-0,385;-0,2807;0,876;0,4764;-0,1704;0,2611;-0,2292;-0,308;1,8591;-0,1341;-0,3346;-0,1946;-0,2204;-0,0465;-0,4076;0,2202;-0,6736;-0,1347;-0,1051;1,1803;0,6176;-0,8618;-1,2333;5,7485;0,3951;-0,2772;0,5163;-0,1665;-0,2221;-0,1979;-1,6365;0,43;-0,3961;-0,8667;2,4323;-0,2133
"inviter";-0,1238;-0,0506;1,6385;-0,0478;0,8071;0,8302;-0,0943;-0,4583;-0,1835;-0,5339;-0,2557;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;0,6154;-0,0352;-0,0217;-0,0541;1,1557;-0,0356;-0,0075;-0,0659;0,8586;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;1,0974;1,0086;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;-0,0917;-0,2993;0,3619;0,812;-0,0345
"soir";-0,2139;3,0023;-0,1822;1,8211;-0,1272;-0,12;-0,1629;-0,7917;-0,317;0,4874;0,1949;-0,3344;-0,0493;-0,0476;-0,2246;-0,064;0,4191;0,884;-0,0375;-0,0934;3,5999;-0,0616;-0,013;0,6372;-0,1118;-0,1881;2,4753;-0,0293;-0,051;-0,0335;-0,426;-0,3444;-0,3254;-0,0625;-0,0774;-0,0441;-0,0465;2,056;-0,0553;-0,457;-0,1584;-0,5171;-0,4277;-0,1256;-0,0596
"chez";0,2489;-0,1473;0,2953;2,4071;0,4097;0,4292;-0,2743;-0,3671;-0,181;-1,5535;-0,7441;-0,5633;3,04;0,7733;-0,3783;1,5958;0,7228;-0,1024;0,8689;1,2987;0,7212;-0,1037;-0,0219;-0,1918;-0,1884;-0,3169;0,8672;-0,0494;0,7463;0,9144;-0,7175;-0,5802;-0,5481;-0,1053;1,4452;-0,0742;-0,0783;-0,1045;-0,0931;-0,3191;-0,2667;-0,3838;-0,7205;1,9102;-0,1003
"saint";-0,3378;-0,1381;-0,2877;-0,1303;0,4316;0,4514;-0,2572;-0,3241;-0,163;1,0433;0,3296;-0,5281;1,8611;-0,0751;0,2533;-0,1011;0,2748;-0,096;2,0875;-0,1476;-0,0858;-0,0972;-0,0205;-0,1798;-0,1766;-0,2971;-0,0594;-0,0463;0,7717;-0,0529;1,7963;-0,5439;-0,5138;-0,0987;0,6102;-0,0696;-0,0735;-0,0979;-0,0873;-0,7217;-0,2501;0,2586;-0,261;0,4358;-0,0941
"ses";0,692;-0,2871;-1,4786;-0,6695;0,3776;-0,2105;1,0831;-1,9794;-1,1708;1,0491;0,9679;-0,3731;-0,3999;0,6536;-1,1015;0,4761;-0,3341;-0,4934;-0,3041;0,5999;-0,441;-0,1659;-0,1053;-0,4262;0,4645;-0,4911;-0,3053;0,3746;-0,4136;0,3325;1,9541;-0,2533;-0,8246;0,4898;-0,6282;-0,3576;1,2477;-0,5034;-0,4485;0,4975;-0,3591;-0,7754;1,9393;0,3855;1,5919
"moment";-0,3716;-0,1519;-0,3165;-0,1433;-0,2209;-0,2085;-0,2829;3,2817;2,1282;0,574;0,6092;-0,207;-0,0856;-0,0827;0,2272;-0,1112;0,2477;-0,1056;-0,0651;-0,1623;-0,0944;-0,1069;-0,0225;-0,1977;-0,1943;-0,3268;-0,0653;-0,051;-0,0885;-0,0582;-0,7399;-0,5983;0,4359;-0,1085;-0,1345;0,7916;-0,0808;-0,1077;-0,096;-0,3345;-0,2751;-0,1703;-0,3026;-0,2182;-0,1035
"devenir";-0,1734;-0,3637;-0,7579;-0,3432;-0,529;-0,4994;0,6969;1,2596;0,7512;0,4908;-0,3924;-0,2105;-0,205;-0,198;0,4481;-0,2664;0,2299;-0,2529;-0,1559;-0,3888;-0,2261;-0,2561;-0,054;-0,1516;-0,4652;-0,3317;-0,1565;-0,1221;-0,212;-0,1393;-1,7721;1,813;-1,3536;-0,26;0,281;-0,1833;0,4443;1,6641;1,0089;0,3743;-0,6588;1,3023;0,2443;-0,5225;0,3617
"question";0,7264;-0,1427;-0,2973;-0,1346;-0,2075;-0,1959;-0,2658;5,0424;1,5509;-0,8358;-0,2886;0,9075;-0,0804;-0,0777;-0,3664;-0,1045;1,3834;-0,0992;-0,0611;-0,1525;-0,0887;-0,1005;1,3224;0,4584;-0,1825;-0,307;-0,0614;-0,0479;-0,0832;-0,0546;-0,6951;-0,562;-0,1793;-0,102;-0,1263;-0,0719;-0,0759;-0,1012;-0,0902;-0,3039;0,3483;-0,8438;-0,698;-0,205;-0,0972
"intérieur";-0,1914;0,783;-0,163;-0,0738;-0,1138;-0,1074;-0,1457;0,3286;0,3192;0,2599;0,2237;-0,2992;1,0153;-0,0426;-0,2009;-0,0573;2,0922;0,9291;-0,0335;0,7567;-0,0486;0,924;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;-0,0263;-0,0456;-0,03;0,2334;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;-0,0416;2,1512;-0,0494;-0,4089;-0,1417;-0,4626;-0,3827;-0,1124;-0,0533
"pourquoi";-0,2139;-0,0874;-0,1822;-0,0825;-0,1272;-0,12;-0,1629;1,049;0,7977;-0,9223;-0,4417;0,7617;-0,0493;-0,0476;0,3939;-0,064;1,9545;-0,0608;-0,0375;-0,0934;0,9295;-0,0616;-0,013;-0,1138;-0,1118;-0,1881;-0,0376;-0,0293;-0,051;1,1296;-0,426;0,7422;-0,3254;-0,0625;-0,0774;-0,0441;-0,0465;-0,062;-0,0553;-0,1385;0,5149;-0,169;-0,4277;-0,1256;-0,0596
"vouloir";0,4462;1,8244;-0,1489;-0,2128;0,2756;0,2926;0,6048;0,5383;0,5514;-1,0124;-1,1395;-0,3815;-0,1271;2,5449;-0,5793;-0,1652;1,4743;2,2494;-0,0966;-0,2411;-0,1402;-0,1588;-0,0335;-0,2937;-0,2885;-0,4853;-0,097;0,796;-0,1315;-0,0864;-1,0989;3,1095;-0,3663;-0,1612;-0,1997;-0,1137;-0,12;1,2822;1,3714;-1,179;0,2149;-0,7136;-1,1034;0,2792;-0,1537
"mot";0,3342;-0,1104;1,0183;-0,1042;-0,1606;-0,1516;-0,2057;-0,2065;0,2202;-1,165;-0,558;0,6081;-0,0622;-0,0601;-0,2837;0,7698;1,6745;-0,0768;-0,0473;-0,118;-0,0686;-0,0778;-0,0164;0,5499;-0,1413;-0,2376;-0,0475;-0,0371;-0,0644;-0,0423;-0,5381;-0,4351;-0,411;-0,0789;0,6955;-0,0557;0,8978;7,6906;-0,0698;0,4277;-0,2;-0,6532;-0,1829;-0,1587;-0,0752
"grec";-1,0816;-0,4421;-0,9212;-0,4171;-0,6429;-0,6069;-0,3586;-0,6692;-0,2933;-3,5709;-2,2335;5,2375;-0,2492;-0,2406;-0,2822;-0,3237;-0,5143;-0,3074;-0,1894;1,0243;-0,2748;-0,3113;-0,0656;-0,5756;-0,5654;-0,9512;-0,1902;-0,1484;-0,2577;-0,1693;-2,1538;-1,7416;-1,6452;-0,3159;-0,3914;-0,2228;0,9919;-0,3136;-0,2794;49,2343;-0,8007;-2,6145;-0,5536;-0,6351;-0,3012
"sans";-0,2892;-0,1499;-0,9788;-0,1364;-0,6831;-0,6449;0,2254;-0,3929;0,2686;0,7266;0,5493;-0,3774;-0,2647;-0,2557;-0,3172;0,7291;-0,5613;0,2769;-0,2013;0,4962;-0,292;0,755;-0,0697;-0,6116;-0,2217;-0,2252;-0,2021;-0,1577;-0,2738;-0,1799;-0,2274;-0,6819;-1,7481;-0,3357;-0,4159;-0,2367;-0,2499;0,75;-0,2969;0,734;0,2367;1,6797;1,1366;2,3362;0,2828
"produire";-0,1126;-0,046;-0,0959;-0,0434;0,8453;0,8685;-0,0857;-0,4167;-0,1668;-0,1464;0,3825;-0,176;-0,0259;-0,025;-0,1182;-0,0337;0,6516;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;2,7146;-0,2405;0,7579;0,332;0,3931;-0,0661;-0,0313
"civilisation";-0,8448;-0,3453;-0,7195;-0,3258;-0,5022;-0,4741;-0,6432;21,5504;9,5712;-1,9542;-1,0345;0,7509;-0,1946;-0,1879;-0,8869;-0,2529;0,2512;-0,2401;-0,148;-0,3691;0,409;-0,2431;-0,0513;-0,4496;-0,4417;-0,743;-0,1486;-0,1159;-0,2013;-0,1322;-1,6823;-1,3603;-0,6808;-0,2468;-0,3057;-0,174;-0,1837;0,3654;-0,2183;-0,6498;-0,6254;-0,7995;-1,6893;-0,4961;-0,2353
"situer";-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;1,5936;0,4055;0,8198;0,839;-0,2288;-0,0337;-0,0326;-0,1536;-0,0438;0,5533;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;0,591;-0,0257;-0,0201;-0,0349;-0,0229;0,3108;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;-0,3538;-0,2926;-0,0859;-0,0408
"mouvement";-0,1914;-0,0782;-0,163;-0,0738;-0,1138;-0,1074;-0,1457;0,3286;-0,2836;-0,3465;-0,3952;-0,2992;-0,0441;-0,0426;1,1246;-0,0573;0,4573;-0,0544;-0,0335;-0,0836;-0,0486;0,924;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;-0,0263;-0,0456;-0,03;-0,3811;-0,3082;3,4436;-0,0559;-0,0693;-0,0394;-0,0416;-0,0555;-0,0494;-0,4089;-0,1417;-0,1405;2,0409;-0,1124;-0,0533
"agir";-0,304;-0,1243;2,5754;0,626;-0,1807;-0,1706;-0,2315;0,6378;0,5675;0,2559;-0,2324;-0,4753;-0,07;-0,0676;0,2836;-0,091;0,3061;0,7438;-0,0532;0,5793;-0,0772;0,7388;-0,0184;-0,1618;-0,1589;0,3375;-0,0535;-0,0417;1,9215;-0,0476;0,4013;-0,4895;-0,4624;-0,0888;-0,11;-0,0626;-0,0661;-0,0881;-0,0785;-0,6495;-0,2251;-0,296;-0,221;-0,1785;-0,0847
"âge";-0,1238;-0,0506;-0,1055;-0,0478;0,8071;0,8302;-0,0943;-0,4583;-0,1835;-0,5339;-0,2557;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;0,6154;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;0,8586;-0,1089;-0,0218;1,4161;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;1,0086;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;-0,0917;1,5926;-0,2476;-0,0727;2,5657
"contemporain";-0,2815;-0,115;-0,2397;-0,1086;-0,1673;-0,1579;-0,2143;-1,0418;-0,4171;1,8963;2,0712;0,1959;-0,0648;-0,0626;-0,2955;-0,0842;0,3298;-0,08;-0,0493;-0,123;-0,0715;-0,081;-0,0171;-0,1498;0,5415;-0,2475;-0,0495;-0,0386;-0,0671;-0,0441;0,8902;-0,4532;-0,4281;-0,0822;-0,1019;-0,058;-0,0612;-0,0816;-0,0727;-0,2168;-0,2084;0,3432;1,454;-0,1653;-0,0784
"futur";-0,1238;-0,0506;-0,1055;-0,0478;0,8071;0,8302;-0,0943;-0,4583;-0,1835;-0,5339;-0,2557;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;0,6154;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;1,4161;-0,0295;-0,0194;0,3633;-0,1994;-0,1884;-0,0362;1,0086;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;1,7517;0,8509;0,3619;-0,0727;-0,0345
"partir";-0,4504;-0,1841;-0,3836;-0,1737;-0,2677;-0,2527;-0,3429;-0,5549;-0,2579;0,6124;0,8134;-0,7042;-0,1038;-0,1002;0,5351;-0,1348;1,1118;-0,128;-0,0789;-0,1968;-0,1144;-0,1296;-0,0273;-0,2397;-0,2355;-0,3961;-0,0792;-0,0618;-0,1073;-0,0705;-0,4027;2,2681;0,698;-0,1316;-0,163;-0,0928;0,6949;-0,1306;-0,1164;-0,9624;0,7542;1,4884;-0,1732;0,3409;-0,1254
"classe";-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;0,6363;-0,1668;-0,4854;0,3825;-0,176;-0,0259;-0,025;-0,1182;1,127;0,6516;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;1,4005;-0,2242;1,2188;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;0,3714;-0,0833;-0,2721;-0,2251;0,8502;-0,0313
"définir";-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;0,4729;0,4055;-0,631;-0,3022;-0,2288;-0,0337;1,1413;-0,1536;-0,0438;0,5533;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;5,7742;-0,1083;0,254;-0,2926;-0,0859;-0,0408
"fille";-0,2477;1,6522;-0,211;-0,0955;-0,1472;-0,139;-0,1886;-0,9168;-0,367;0,7039;0,9821;-0,3872;-0,0571;-0,0551;-0,26;9,617;0,3705;-0,0704;-0,0434;0,6565;-0,0629;-0,0713;-0,015;0,5821;-0,1295;0,404;-0,0436;-0,034;-0,059;-0,0388;-0,4932;-0,3988;-0,3768;-0,0724;-0,0896;-0,051;-0,0539;-0,0718;-0,064;-0,5292;0,4629;-0,2144;-0,4953;-0,1454;-0,069
"mon";-0,2815;1,5476;-0,2397;1,594;1,2553;0,5159;-0,2143;-1,0418;-0,4171;-1,2136;-0,5813;1,1241;0,858;-0,0626;-0,2955;-0,0842;0,3298;-0,08;-0,0493;-0,123;3,2372;-0,081;-0,0171;-0,1498;-0,1472;-0,2475;-0,0495;-0,0386;-0,0671;-0,0441;-0,5605;-0,4532;-0,4281;1,8186;-0,1019;-0,058;-0,0612;-0,0816;-0,0727;0,8258;-0,2084;0,7173;-0,5628;0,4996;0,7822
"altérité";-0,1238;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;1,8652;1,2057;-0,5339;-0,2557;2,0905;-0,0285;-0,0275;-0,13;-0,0371;1,5317;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;-0,0917;-0,2993;-0,2476;-0,0727;-0,0345
"construire";-0,1689;-0,069;-0,1438;-0,0651;-0,1004;-0,0948;-0,1286;0,3929;0,3586;1,1815;1,3959;-0,264;-0,0389;-0,0376;-0,1773;-0,0505;0,5014;-0,048;-0,0296;-0,0738;-0,0429;-0,0486;-0,0102;-0,0899;-0,0883;-0,1485;-0,0297;-0,0232;1,0532;-0,0264;-0,3363;-0,2719;-0,2569;-0,0493;-0,0611;-0,0348;-0,0367;-0,049;-0,0436;-0,3608;-0,125;0,6376;0,2672;-0,0992;-0,047
"dès";-0,259;-0,1058;-0,2206;-0,0999;-0,1539;-0,1453;0,4378;-0,1888;-0,3837;-0,5458;-0,5347;-0,4048;-0,0597;-0,0576;-0,2719;-0,0775;0,3561;-0,0736;-0,0454;0,6396;-0,0658;-0,0745;-0,0157;-0,1378;-0,1354;-0,2277;-0,0455;-0,0355;-0,0617;-0,0405;1,5801;-0,417;-0,3939;-0,0756;0,712;-0,0533;-0,0563;-0,0751;1,9895;2,1717;-0,1917;1,3219;-0,5178;-0,1521;0,8153
"avant";0,5748;0,2808;0,3433;0,298;-0,1489;-0,1356;-0,6003;-2,9184;-1,1683;0,3334;-0,2999;1,2264;-0,1816;-0,1754;-0,3604;0,9905;-0,3219;-0,2241;-0,1381;0,7294;-0,2003;-0,2269;-0,0478;-0,4196;0,6148;-0,2758;-0,1387;-0,1082;-0,1879;1,4827;0,3271;2,1157;-0,311;-0,2303;-0,2853;-0,1624;-0,1714;-0,2286;-0,2037;0,4879;-0,5837;1,2125;0,3242;-0,146;0,4014
"cas";2,2156;-0,1335;0,3252;-0,1259;-0,1941;-0,1832;-0,2486;-0,3032;-0,1542;-0,403;0,3462;-0,1681;0,7985;-0,0726;-0,3428;-0,0977;0,2848;-0,0928;-0,0572;-0,1426;-0,083;-0,094;-0,0198;-0,1738;1,2379;0,3154;-0,0574;-0,0448;-0,0778;-0,0511;-0,6502;1,5335;-0,4967;-0,0954;-0,1182;-0,0673;-0,071;0,708;-0,0844;0,3298;-0,2417;0,2734;-0,2475;0,4474;-0,0909
"encore";-0,2245;-0,2486;-0,518;0,9963;-0,3615;-0,3413;0,5455;0,4285;-0,1758;-0,3127;-0,3365;0,779;-0,1401;-0,1353;0,7529;0,4655;-0,2153;-0,1728;-0,1065;-0,2657;-0,1545;-0,175;-0,0369;-0,3237;0,2848;-0,5348;-0,107;-0,0834;0,5472;-0,0952;0,5409;1,6489;-0,925;-0,1777;0,4006;-0,1253;-0,1322;0,4766;-0,1571;0,4792;-0,1391;-0,4494;-0,3167;0,7071;-0,1693
"aujourd_hui";-0,6082;-0,2486;-0,1743;0,9963;-0,3615;-0,3413;0,5455;1,6344;0,8368;-0,3127;0,5086;0,44;0,5595;-0,1353;5,8126;-0,182;-0,2153;0,4837;-0,1065;-0,2657;-0,1545;0,4793;-0,0369;-0,3237;-0,3179;-0,5348;-0,107;-0,0834;-0,1449;-0,0952;-1,211;-0,9792;-0,4235;-0,1777;-0,2201;-0,1253;-0,1322;-0,1763;0,5178;-0,3586;-0,4502;-0,2344;-0,6277;-0,3571;0,4909
"société";-0,4279;-0,1749;0,2457;-0,165;-0,2544;-0,2401;-0,3258;1,7049;0,3747;-1,1048;-0,8836;-0,669;-0,0986;-0,0952;-0,1377;-0,1281;0,6118;-0,1216;-0,0749;-0,1869;-0,1087;-0,1232;-0,026;-0,2277;-0,2237;-0,3763;-0,0753;-0,0587;-0,1019;-0,067;-0,8521;3,9013;4,0693;-0,125;-0,1549;-0,0881;1,7128;1,4825;1,5741;-0,4138;-0,3168;-1,0343;-0,8556;-0,2513;-0,1192
"voir";0,3501;-0,4421;-0,4233;1,1481;-0,6429;-0,6069;0,9239;0,4176;0,5297;-0,3653;0,415;-0,5837;0,36;-0,2406;0,589;-0,3237;-0,5143;-0,3074;-0,1894;2,3284;1,592;-0,3113;-0,0656;-0,2072;-0,5654;-0,1993;-0,1902;0,5385;1,6636;-0,1693;-0,549;-0,6142;-0,3109;-0,3159;-0,3914;-0,2228;0,3787;0,2888;-0,2794;1,1304;-0,3439;0,8899;-0,5536;-0,6351;-0,3012
"réussir";-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;-0,1464;0,3825;0,4773;-0,0259;-0,025;-0,1182;2,5895;1,6117;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;0,8971;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;0,487;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;0,332;-0,2251;-0,0661;-0,0313
"mener";0,2981;-0,1243;-0,2589;-0,1172;0,468;0,4884;-0,2315;0,6378;-0,4505;0,2559;-0,2324;1,0446;-0,07;-0,0676;-0,3191;-0,091;0,3061;-0,0864;-0,0532;-0,1328;-0,0772;-0,0875;-0,0184;0,5072;-0,1589;-0,2673;-0,0535;-0,0417;-0,0724;-0,0476;0,817;0,5185;0,5519;-0,0888;1,5821;-0,0626;-0,0661;-0,0881;-0,0785;-0,245;-0,2251;-0,7349;-0,221;-0,1785;-0,0847
"moi";0,448;-0,0782;-0,163;-0,0738;-0,1138;-0,1074;-0,1457;2,5267;1,6116;-0,8252;-0,3952;0,3029;-0,0441;-0,0426;-0,2009;0,9081;1,181;-0,0544;-0,0335;1,8128;0,975;-0,0551;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;-0,0263;-0,0456;-0,03;-0,3811;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;-0,0416;-0,0555;-0,0494;-0,4089;-0,1417;-0,4626;-0,3827;-0,1124;-0,0533
"atteindre";0,4691;-0,0736;0,5264;-0,0695;-0,1071;-0,1011;-0,1371;-0,6667;-0,2669;0,2871;-0,372;0,3214;-0,0415;-0,0401;0,4522;2,1769;0,4785;0,9539;-0,0315;0,7806;-0,0458;0,9488;-0,0109;-0,0959;-0,0942;0,5148;-0,0317;-0,0247;-0,0429;-0,0282;0,2501;-0,29;-0,274;-0,0526;-0,0652;-0,0371;-0,0392;-0,0522;-0,0465;-0,3849;-0,1334;-0,4354;0,249;0,6652;-0,0502
"votre";-0,1689;-0,069;-0,1438;-0,0651;-0,1004;-0,0948;-0,1286;1,3764;0,9675;-0,7281;-0,3487;0,3415;-0,0389;-0,0376;0,4747;-0,0505;0,5014;-0,048;-0,0296;-0,0738;-0,0429;-0,0486;-0,0102;-0,0899;-0,0883;-0,1485;-0,0297;-0,0232;-0,0402;-0,0264;-0,3363;4,7732;-0,2569;-0,0493;-0,0611;-0,0348;-0,0367;-0,049;-0,0436;-0,3608;-0,125;-0,4082;-0,3377;-0,0992;-0,047
"nombreux";-0,1689;-0,069;-0,1438;-0,0651;-0,1004;-0,0948;-0,1286;-0,625;-0,2502;-0,285;0,2581;0,9294;-0,0389;1,0816;2,1613;-0,0505;0,5014;-0,048;-0,0296;-0,0738;-0,0429;-0,0486;-0,0102;-0,0899;-0,0883;-0,1485;-0,0297;-0,0232;-0,0402;-0,0264;0,763;0,9086;0,3502;-0,0493;-0,0611;-0,0348;-0,0367;-0,049;-0,0436;-0,3608;-0,125;-0,4082;0,2672;-0,0992;-0,047
